,city,country,description,name,start year,status,type
2479,"Municipality of Hermosillo, Mexico",Mexico,"There are two ways of collecting, which are 61 isolated special metal containers, placed in garbage collection units of the municipal services. The idea is that people take advantage of the service to be deposited directly to a garbage truck. ",Battery Collection Program - Municipality of Hermosillo,2007,In operation,Public Participation/Stakeholder engagement
2480,"Municipality of Hermosillo, Mexico",Mexico,"a) By presidential decree published on June 4, 1938 an area of ​​17,250.00.00 hectares located precisely within the boundaries of what is now established, with the rank of Forest Protected Area of the City of Hermosillo, the system of dams ""Abelardo Rodríguez Luján - the Molinito"" so that isince then being considered such land with a fundamental ecological importance, it is necessary and essential recovery and restoration, in order to preserve the ecosystems of these latitudes for thus contribute to obtaining a healthier life for residents of these regions and the own capital of the Sonora State taking into account that, at present, Abelardo Rodríguez Luján dam is relevant for the population Hermosillo.",“Dams System Abelardo L. Rodríguez-El  Molinito” Conservation Area - Municipality of Hermosillo,1986,,Regulatory
2481,"Municipality of Hermosillo, Mexico",Mexico,"moneyless market surges as a citizen initiative which encourages people to not dispose their belongings when they judge they can but encourages people to trade it for some other good as electronics,food,etc. or even services(as electricity services,plumbing, car rides,etc.)",Moneyless Market - Municipality of Hermosillo,,,Public Participation/Stakeholder engagement
2482,"Municipality of Jojutla, Mexico",Mexico,"Se involucra a la comunidad y habitantes cercanos a la comunidad donde se encuentra el sitio de disposición final a efecto de que organizados en brigadas comunitarias participen de la selección, separación y aprovechamiento vía reventa de los productos comercializables que se depositan, como por ejemplo cartón, plásticos y metales, principalmente, con el cual se obtienen beneficios económicos para la comunidad.",Programa de concientización y participación ciudadana de clasificación y aprovechamiento de RSU - Municipality of Jojutla,,,Organizational / Governance
2483,"Municipality of Jojutla, Mexico",Mexico,"Reglamento municipal a tierras de cultivo, evitar el crecimiento urbano en tierras de cultivo garantizando la producción de alimento, decretar áreas permanentes para la producción sostenibles de alimento. Prohibición de la quema de caña de azúcar, salvo en casos agronómicamente justificables",Reglamento municipal a tierras de cultivo - Municipality of Jojutla,,,Regulatory
2484,"Municipality of Jojutla, Mexico",Mexico,"Creación de la ciclovía para el centro de Jojutla, así como la modificación del reglamento transito para el buen uso de las bicicletas; este se enfocará en el uso de la bicicleta para poder desplazarse por el centro de Jojutla y zonas aledañas. 
Se recuperarán áreas verdes y espacios para la movilidad urbana no motorizada",Creación de la ciclovía para el centro de Jojutla - Municipality of Jojutla,,,Technical/Infrastructure investment
2485,"Municipality of Jojutla, Mexico",Mexico,"Creación del programa de ordenamiento ecológico territorial, el cual servirá para la detección temprana de incendios forestales, ayudará a prevenir la devastación de grandes hectáreas a causa del fuego, ya sea ocasionado por la mano del hombre, o generado por los distintos efectos provocados por el calor. Así mismo se definirán qué áreas son susceptibles para desarrollo urbano, para la producción agrícola, para la industria y para los servicios ambientales. Conservar la selva baja caducifolia, generar alimentación sostenible para distintas especies ganaderas","Conservación de bosques y pastizales , y Silvopastoreo - Municipality of Jojutla",,,Policy/Strategies/Action Plans
2486,"Municipality of Jojutla, Mexico",Mexico,"Energía alternativa para reducción en los costos de producción agropecuaria, la cual se realizara con equipos solares, en diversos sistema producto, sector agrícola, ganadero, acuícola (acuícola) para la oxigenación de los estanques en la producción de pez carne y pez de ornato, esto a través de paneles solares en la generación de energía.
(Ganadero y agrícola) generación de energía eléctrica con paneles solares para cercas eléctricas en agostaderos y/o praderas establecidas.","Uso de energía renovable en agricultura, piscicultura y agroindustria - Municipality of Jojutla",,,Policy/Strategies/Action Plans
2487,"Municipality of Jojutla, Mexico",Mexico,"Agricultura de conservación, recuperación nutricional de los suelos agropecuarios.
Fomento a la agricultura orgánica, la cual se desarrollara mediante cursos, capacitaciones y manejo de productos orgánicos, así como la implementación de parcelas demostrativas reforzando con programas municipales para el inicio de esta labor. BUMA (Buen uso de Manejo de Agroquímicos), el cual consiste en capacitar y concienciar, a los usuarios involucrados en el campo para evitar posibles daños a la salud y al medio ambiente por su mal uso de los productos para la protección de los cultivos",Agricultura de conservación y Agricultura orgánica.  Programas de sanidad vegetal en sistemas producto - Municipality of Jojutla,,,Policy/Strategies/Action Plans
2488,"Municipality of Jojutla, Mexico",Mexico,Creación de un centro de composta para el aprovechamiento de residuos sólidos orgánicos.,Programa de concientización a los habitantes del municipio de Jojutla para la composta  - Municipality of Jojutla,,,Education/Awareness Raising
2489,"Municipality of Jojutla, Mexico",Mexico,"Tu casa con materiales reciclables, se enfocara a la realización de casas ecológicas.
La empresa encargada de surtir los materiales para la construcción de las casas como una opción sería PANEL ECOLÓGICO, empresa mexicana del Estado de Tlaxcala, con diseño  y tecnología mexicana con el objetivo de transformar residuos industriales en materiales útiles para la construcción. Logrando disminuir los volúmenes de desechos que tienen como destino final los rellenos sanitarios teniendo un estimado de que por cada panel se reduciría de 20 a 30 kg; de desechos plásticos, siendo esto más baratos que los materiales comunes en la construcción.",Tu casa con materiales reciclables - Municipality of Jojutla,,,
2490,"Municipality of Jojutla, Mexico",Mexico,"Plantación de 20.000 árboles donados por CONAFOR, de diferentes especies (Palo Dulce, Tepehuaje, Carían y Chapulixtle en todo el Municipio de Jojutla, plantados en poblaciones rurales del municipio principalmente en campos no agrícolas, con el propósito de reponer la tala clandestina de árboles, así como para cercas vivas",Reforestación de campos agrícolas y de pastoreo en ejecución. - Municipality of Jojutla,,,Policy/Strategies/Action Plans
2491,"Municipality of Jojutla, Mexico",Mexico,"Fomentar la reactivación y clasificación previa infraestructura en el relleno sanitario. Los componentes para la regularización del sitio son de tipo infraestructura carretera para mejoramiento del camino de acceso, bandas y mecanismos de separación y trituración así como de drenes de lixiviados, cárcamos de rebombeo y lagunas de tratamiento. En su caso también de ductos de conducción e instalación de válvulas para control del exceso de biogás.",Regularización del Relleno Sanitario y aprovechamiento de biogás - Municipality of Jojutla,,,Policy/Strategies/Action Plans
2492,"Municipality of Jonacatepec, Mexico",Mexico,"""Reforestación de áreas perturbadas por actividades atropogénicas (áreas de uso común).                                        
Programa comunitario de adopción de árboles nativos del Estado de Morelos """,Reforestación de campos agrícolas y de pastoreo - Municipality of Jonacatepec,,,
