,Unnamed: 0,baseline_year,baseline_year_emissions,city,commitment,commitment_type,country,emissions_reduction_by_target_year,ghg_subtype,percent_reduction,target_year,target_year_emissions
96,96.0,,,"Pingtung County Government, Chinese Taipei","0% Energy efficiency improvement by 2015The Pingtung County Government committed to increase its energy efficiency in Final energy and Community energy consumption by 0% by 2015 compared to 2005 levels. This target will be achieved in Electricity, Transport and Industry sectors50% Energy efficiency improvement by 2025The Pingtung County Government committed to increase its energy efficiency in Final energy and Community energy consumption by 50% by 2025 compared to 2005 levels. This target will be achieved in Electricity, Transport, Heating & cooling and Industry sectors20% Energy efficiency improvement by 2025The Pingtung County Government committed to increase its energy efficiency in Final energy and Community energy consumption by 20% by 2025 compared to 2005 levels. Final energy energy consumption: 717894511. 71 Mwh50% Energy efficiency improvement by 2025The Pingtung County Government committed to increase its energy efficiency in Final energy and Community energy consumption by 50% by 2025 compared to 2005 levels. This target will be achieved in Electricity, Transport, Heating & cooling and Industry sectors",Energy efficiency target,Chinese Taipei,,,,,
97,97.0,2011.0,10235900.0,"Taichung City Government, Chinese Taipei"," The Taichung City Government has committed to reduce its Community emissions by 10% by 2022 compared to 2011 emission level. The target is going to be reached by activities in Transport, Waste management and Agriculture, forest and other land use (AFOLU) sectors.",GHG emission reduction target,Chinese Taipei,1023590.0,Community,,2022.0,9212310.0
98,98.0,2010.0,,"Tainan City Government, Chinese Taipei", The Tainan City Government has committed to reduce its Community emissions by 40% by 2050 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,Chinese Taipei,,Community,40.0,2050.0,
99,99.0,2013.0,,"Tainan City Government, Chinese Taipei", The Tainan City Government has committed to reduce its Local Government emissions by 7% by 2020 compared to 2013 emission level.,GHG emission reduction target,Chinese Taipei,,Local Government,7.0,2020.0,
100,100.0,2005.0,1307.0,"Taipei City Government, Chinese Taipei"," The Taipei City Government has committed to reduce its Community emissions by 50% by 2050 compared to 2005 emission level. The target is going to be reached by activities in Stationary energy, Transport, Agriculture, forest and other land use (AFOLU) and Waste management sectors.",GHG emission reduction target,Chinese Taipei,653.0,Community,,2050.0,653.0
101,101.0,,,"Taipei City Government, Chinese Taipei",The Taipei City Government committed to increase its Installed capacity of Renewable energy in Community to 6 MW by 2025Current Installed capacity of Renewable energy: 8. 8 MW 2019The target is going to be reached by activities in Electricity sector.,Renewable energy target,Chinese Taipei,,,,,
102,102.0,2005.0,30474326.0,"Taoyuan City Government, Chinese Taipei"," The Taoyuan City Government has committed to reduce its Local Government emissions by 50% by 2050 compared to 2005 emission level. The target is going to be reached by activities in Stationary energy, Industrial processes and product use (IPPU), Transport, Agriculture, forest and other land use (AFOLU) and Waste management sectors.",GHG emission reduction target,Chinese Taipei,15237163.0,Local Government,,2050.0,15237163.0
103,103.0,,,"Taoyuan City Government, Chinese Taipei",The Taoyuan City Government committed to increase its share of renewable energy in final energy mix in Local Government by 0% by Current share of renewable energy in final energy mix: 30. 0% 2019The target is going to be reached by activities in Electricity and Industry sectors. The Taoyuan City Government committed to increase its share of renewable energy in final energy mix in Local Government by 0% by Current share of renewable energy in final energy mix: 30. 0% 2019The target is going to be reached by activities in Electricity and Industry sectors. The Taoyuan City Government committed to increase its Installed capacity of Renewable energy in Local Government to 0 MW by Current Installed capacity of Renewable energy: 30. 0 MW 2019The target is going to be reached by activities in Electricity sectors. The Taoyuan City Government committed to increase its Installed capacity of Renewable energy in Local Government to 0 MW by Current Installed capacity of Renewable energy: 30. 0 MW 2019The target is going to be reached by activities in Electricity sectors.,Renewable energy target,Chinese Taipei,,,,,
104,104.0,2008.0,,"Capital District of Bogotá, Colombia"," The Capital District of Bogotá has committed to reduce its Community emissions by 56% by 2038 compared to Baseline scenario (BAU) reduction target emission level. The target is going to be reached by activities in Stationary energy, Transport, Waste management, Industrial processes and product use (IPPU) and Agriculture, forest and other land use (AFOLU) sectors.",GHG emission reduction target,Colombia,,Community,56.0,2038.0,
105,105.0,,,"Capital District of Bogotá, Colombia",The Capital District of Bogotá committed to increase its consumption of energy from renewable energy sources in Local Government by 0 MWh by Current consumption of energy from renewable energy source:  MWh The target is going to be reached by activities in Electricity and Institucional sector.,Renewable energy target,Colombia,,,,,
106,106.0,,,"Capital District of Bogotá, Colombia",0% Energy efficiency improvement by The Capital District of Bogotá committed to increase its energy efficiency in Primary energy and Local Government energy consumption by 0% by  compared to 2008 levels. This target will be achieved in Electricity and Transport sectors,Energy efficiency target,Colombia,,,,,
107,107.0,2012.0,,"City of Bucaramanga, Colombia", The City of Bucaramanga has committed to reduce its Community emissions by 30% by 2022 compared to 2012 emission level.,GHG emission reduction target,Colombia,,Community,30.0,2022.0,
108,108.0,2012.0,,"City of Bucaramanga, Colombia", The City of Bucaramanga has committed to reduce its Local Government emissions by 50% by 2022 compared to 2012 emission level.,GHG emission reduction target,Colombia,,Local Government,50.0,2022.0,
109,109.0,2009.0,,"City of San Jerónimo de Montería, Colombia", The City of San Jerónimo de Montería has committed to reduce its Community emissions by 20tCO2e by 2019.,GHG emission reduction target,Colombia,,Community,11.0,2019.0,
110,110.0,,,"City of San Jerónimo de Montería, Colombia",The City of San Jerónimo de Montería committed to increase its consumption of energy from renewable energy sources in Local Government by 1 MWh by 2019Current consumption of energy from renewable energy source:  MWh The target is going to be reached by activities in Electricity sectors.,Renewable energy target,Colombia,,,,,
111,111.0,,,"City of San Jerónimo de Montería, Colombia",40% Energy efficiency improvement by 2016The City of San Jerónimo de Montería committed to increase its energy efficiency in Final energy and Local Government energy consumption by 40% by 2016 compared to 2009 levels. Final energy energy consumption: 10. 94 MwhThis target will be achieved in Electricity sectors,Energy efficiency target,Colombia,,,,,
112,112.0,,,"Municipality of Cartago, Colombia",98% Energy efficiency improvement by 2016The Municipality of Cartago committed to increase its energy efficiency in Primary energy and Local Government energy consumption by 98% by 2016 compared to 2016 levels. Primary energy energy consumption: 0. 1 MwhThis target will be achieved in Electricity and Transport sectors,Renewable energy target,Colombia,,,,,
113,113.0,,,"Municipality of Pasto, Colombia",0% Energy efficiency improvement by 2016The Municipality of Pasto committed to increase its energy efficiency in Final energy and Community energy consumption by 0% by 2016 compared to 2013 levels. Final energy energy consumption: 16. 359 MwhThis target will be achieved in Electricity sectors,Renewable energy target,Colombia,,,,,
114,114.0,2016.0,,"Municipality of Santiago de Cali, Colombia", The Municipality of Santiago de Cali has committed to reduce its Local Government emissions by 5211542% by 2017 compared to Baseline scenario (BAU) reduction target emission level. The target is going to be reached by activities in Transport sector.,GHG emission reduction target,Colombia,,Local Government,5211542.0,2017.0,
115,115.0,2005.0,,"City of Copenhagen, Denmark", The City of Copenhagen has committed to reduce its Community emissions by 100% by 2025 compared to 2005 emission level.,GHG emission reduction target,Denmark,,Community,100.0,2025.0,
116,116.0,,,"Municipality of Santa Cruz, Ecuador",The Municipality of Santa Cruz committed to increase its share of renewable energy in final energy mix in Community by 10% by 2018The target is going to be reached by activities in Electricity sector.,Renewable energy target,Ecuador,,,,,
117,117.0,,,"Municipality of Santa Cruz, Ecuador",10% Energy efficiency improvement by 2018The Municipality of Santa Cruz committed to increase its energy efficiency in Final energy and Community energy consumption by 10% by 2018 compared to 2016 levels. Final energy energy consumption: 1961. 0 MwhThis target will be achieved in Electricity sectors,Energy efficiency target,Ecuador,,,,,
118,118.0,2011.0,5164945.0,"Municipality of the Metropolitan District of Quito, Ecuador"," The Municipality of the Metropolitan District of Quito has committed to reduce its Community emissions by 5% by 2025 compared to Baseline scenario (BAU) reduction target emission level. The target is going to be reached by activities in Stationary energy, Transport, Waste management, Industrial processes and product use (IPPU) and Agriculture, forest and other land use (AFOLU) sectors.",GHG emission reduction target,Ecuador,258247.0,Community,,2025.0,5164945.0
