,country,emissions_baseline_year,emissions_factor,energy_consumption_baseline_year,mwh_energy_consumption_from_electricity,mwh_energy_consumption_from_fossil fuels,mwh_energy_consumption_from_heat/cold,mwh_energy_consumption_from_renewables,mwh_energy_consumption_industry,mwh_energy_consumption_municipal,mwh_energy_consumption_other,mwh_energy_consumption_public lighting,mwh_energy_consumption_residential,mwh_energy_consumption_tertiary,mwh_energy_consumption_transport,mwh_per_capita,name,percent_emissions_industry,percent_emissions_municipal,percent_emissions_non-energy related,percent_emissions_other,percent_emissions_public lighting,percent_emissions_residential,percent_emissions_tertiary,percent_emissions_transport,percent_energy_consumption_from_electricity,percent_energy_consumption_from_fossil fuels,percent_energy_consumption_from_heat/cold,percent_energy_consumption_from_renewables,percent_energy_consumption_industry,percent_energy_consumption_municipal,percent_energy_consumption_other,percent_energy_consumption_public lighting,percent_energy_consumption_residential,percent_energy_consumption_tertiary,percent_energy_consumption_transport,tons_co2_industry,tons_co2_municipal,tons_co2_non-energy related,tons_co2_other,tons_co2_per_capita,tons_co2_public lighting,tons_co2_residential,tons_co2_tertiary,tons_co2_transport
105,Italy,2005,IPCC,2005,731.1,4411.1,,584.74,,66.5,,127.5,4232.8,342,957.9,14.46,Acciano,,1.47,,,4.63,66.06,9.01,18.83,12.77,77.02,,10.21,,1.16,,2.23,73.91,5.97,16.73,,19.5758,,,3.36,61.5825,879.1476,119.9169,250.5516
106,Italy,2009,LCA,2009,4379.56,23009.72,,,,568,,458,16465.57,2253.8,7643.91,10.44,Acerenza,,1.95,2.66,,3.16,56.85,13.17,22.20,15.99,84.01,,,,2.07,,1.67,60.12,8.23,27.91,,199.614,273,,3.91,324.264,5826.48237,1349.24436,2275.48203
107,Italy,2011,IPCC,2011,40569.2,50430.2,,1289.2,,986,,1724.8,31564.4,22562.8,35450.6,5.11,Aci Castello,,1.31,,,2.87,40.05,31.57,24.20,43.96,54.64,,1.40,,1.07,,1.87,34.20,24.45,38.41,,489.6088,,,2.06,1069.376,14932.0397,11767.4382,9020.6418
108,Italy,,,,,,,,,,,,,,,,Aci Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Italy,2011,IPCC,2011,57769.18,107728.89,,,7610,676.95,,1490.47,25442,29944,100334.65,9.24,Aci Sant'Antonio,6.46,0.52,,,1.30,19.16,25.68,46.87,34.91,65.09,,,4.60,0.41,,0.90,15.37,18.09,60.63,3576.718,290.25141,,,3.09,719.89701,10607.544,14220.2,25950.60231
110,Italy,2011,IPCC,2011,169492.7,309330.3,,,21853.5,3005,,6787,73064.2,85989.5,288123.8,9.31,Acireale,6.39,0.85,,,2.04,18.95,25.41,46.36,35.40,64.60,,,4.56,0.63,,1.42,15.26,17.96,60.17,10271.2619,1365.4902,,,3.12,3278.121,30462.3724,40836.0841,74514.0136
111,Italy,2005,IPCC,2005,5402.1,29879.8,,8281.2,,1988.6,,430,30820.2,2335.9,7988.4,14.72,Acquanegra sul Chiese,,6.26,,,2.27,61.03,8.19,22.24,12.40,68.59,,19.01,,4.56,,0.99,70.75,5.36,18.34,,572.0113,,,3.09,207.69,5576.8935,748.3204,2032.4735
112,Italy,2014,LCA,2014,9729.01,8052.61,10,150.39,2038.12,499.49,4990.85,295.35,4583.1,892.68,4642.42,9.46,Acquappesa,5.76,1.45,42.91,15.15,0.86,14.91,2.47,16.49,54.22,44.88,0.06,0.84,11.36,2.78,27.82,1.65,25.54,4.98,25.87,493.66844,124.73171,3679.91,1298.86599,4.52,73.8375,1278.686,211.56516,1414.30614
113,Italy,2005,IPCC,2005,835.38,3809.22,,10.24,,190.62,,110.56,1336.14,189.37,2828.17,6.16,Acquaviva Collecroce,,3.74,,0.00,3.99,33.48,4.27,54.53,17.95,81.83,,0.22,,4.10,,2.38,28.70,4.07,60.76,,50.56014,,6.4517280407017E-15,1.79,53.95328,452.71642,57.71876,737.41429
114,Italy,2011,IPCC,2011,4187.6,4442.6,,70,2021.5,183.4,,411.2,2615.9,686.3,2781.9,8.36,Acquaviva Platani,25.40,1.91,,,6.16,28.51,9.00,29.02,48.13,51.06,,0.80,23.24,2.11,,4.73,30.07,7.89,31.98,743.0566,55.9504,,,2.81,180.1056,834.3038,263.349,849.1134
115,Italy,2005,IPCC,2005,91658.19,350345.97,,,133508.37,2040.92,60687.2,1787.3,71469.37,30862.58,141648.42,20.58,Acquaviva delle Fonti,32.74,0.48,,13.03,0.66,16.36,8.82,27.90,20.74,79.26,,,30.21,0.46,13.73,0.40,16.17,6.98,32.05,42761.59108,632.83703,,17021.79651,6.08,863.2659,21368.8586,11520.98817,36442.94546
116,Italy,2015,IPCC,2015,9829.24,12278.04,,,,510.84,,439,7012.24,2747.5,11397.7,3.83,Acquedolci ,,2.87,,,2.68,40.72,16.28,37.45,44.46,55.54,,,,2.31,,1.99,31.72,12.43,51.56,,227.43828,,,1.37,212.037,3224.60792,1288.8905,2965.64704
117,Spain,2007,IPCC,2007,39666,75208.09,,41088.58,,,111762.47,,,,44200.2,25.69,Adamuz,1.41,1.73,2.31,20.93,,10.73,32.93,29.96,25.43,48.22,,26.35,,,71.66,,,,28.34,539.1,661.5,881,7983.292,8.53,,4091.4,12557.7,11426.1739
118,Spain,,,,,,,,,,,,,,,,Adeje,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Belgium,2006,IPCC,2006,7463.4,38782.96,,,1776.6,1569.77,1367.9,161.71,25692.3,1873.78,13804.3,19.71,Administration Communale de Tellin,3.56,3.55,,3.41,0.19,51.72,3.05,34.52,16.14,83.86,,,3.84,3.39,2.96,0.35,55.56,4.05,29.85,358.9571,358.64673,,344.2923,4.30,18.92007,5220.7872,308.36826,3485.1141
120,Belgium,,,,,,,,,,,,,,,,Administration commmunale de Seneffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Belgium,,,,,,,,,,,,,,,,Administration communale d'Estinnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Spain,2007,IPCC,2007,59915,288339.02,,3911.27,,,109765.67,,,,242399.63,14.63,Adra,0.58,2.88,4.35,11.06,,11.53,10.44,59.15,17.01,81.88,,1.11,,,31.17,,,,68.83,619.65,3056.4,4615,11724.628,4.45,,12221.1,11064.6,62697.893
123,Italy,2011,IPCC,2011,25786.5,23811.2,,,1693.6,2019,568.4,3785,15602,2961.5,22968.2,1.40,Adrano,4.39,3.97,,1.47,9.82,40.49,7.68,32.17,51.99,48.01,,,3.41,4.07,1.15,7.63,31.46,5.97,46.31,818.0088,738.294,,274.5372,0.52,1828.155,7535.766,1430.4045,5987.9766
124,Italy,2005,IPCC,2005,43750.235,35215.645,,2263.24,27818.493,325.17,,670.839,23163.633,23907.974,5343.011,38.08,Affi,37.24,0.33,,,1.09,20.95,35.75,4.64,53.86,43.35,,2.79,34.25,0.40,,0.83,28.52,29.43,6.58,11093.550819,97.775383,,,13.97,324.015237,6242.467526,10649.482748,1383.586617
125,Morocco,2013,IPCC,2013,518915,1897212,,2213,525568,10608,,21979,425527,280233,1154425,5.84,Agadir,19.67,0.82,3.72,,1.74,20.30,19.54,34.21,21.46,78.45,,0.09,21.73,0.44,,0.91,17.60,11.59,47.74,175438.802,7303.002,33159,,2.15,15495.195,181073.508,174281.363,305106.333
126,Spain,,,,,,,,,,,,,,,,Agaete,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Italy,2005,IPCC,2005,31301.45,26197.92,,,16452.34,1831.76,,874.69,11799.73,9495.62,17045.21,7.78,Agerola,33.91,3.33,,0.00,2.04,22.43,19.90,18.39,54.44,45.56,,,28.61,3.19,,1.52,20.52,16.51,29.64,8158.7525,801.6628,,0.0056000000011407,3.25,489.8264,5396.8676,4786.8181,4423.8875
128,Italy,2008,IPCC,2008,17192.71,104219.73,,4885.24,32030.59,2446.94,-0.009999999989305,731.25,34515.65,2024.4,53531.51,24.82,Aggregazione BERNEZZO,26.75,1.65,1.25,0.00,1.03,25.45,2.68,41.20,13.61,82.52,,3.87,25.57,1.95,-0.00,0.58,27.55,1.62,42.73,9200.79511,567.09258,429.63,0.0022500000000491,6.76,353.19375,8755.05536,922.09381,14172.32133
129,Italy,2008,IPCC,2008,17699.67,134691.77,,1640.12,654.97,3181.38,,1145.29,41242.45,14459.87,93347.6,23.07,Aggregazione Ceva,0.74,1.69,2.43,,1.30,23.93,12.72,57.19,11.49,87.44,,1.06,0.43,2.07,,0.74,26.78,9.39,60.60,316.35051,716.43672,1034.52,,6.37,553.17507,10170.72076,5406.50734,24311.51371
130,Italy,2012,IPCC,2012,35334,129627.7,,10884,27860,6491.8,,1710.5,73246.5,17356.9,49180,17.10,Aggregazione Dro-Roc-Vil,16.67,3.80,,,1.12,36.40,10.88,31.13,20.09,73.72,,6.19,15.84,3.69,,0.97,41.65,9.87,27.97,6756.501,1542.3002,,,3.94,454.993,14756.121,4411.1674,12618.7
131,Italy,2008,IPCC,2008,52046.65,202558.02,,7951.92,122213.8,5402.78,,2319.3,65054.95,8143.59,59422.17,50.93,Aggregazione Garessio,47.18,2.03,1.44,,1.57,21.74,4.34,21.70,19.82,77.15,,3.03,46.55,2.06,,0.88,24.78,3.10,22.63,33587.17948,1443.57454,1027.73,,13.81,1120.2219,15477.3119,3088.38978,15451.91721
132,Italy,2008,IPCC,2008,34089.43,149440.79,,1696.95,49348.26,2158.52,,756.1,40302,5082.81,87579.48,36.46,Aggregazione MARENE,31.88,0.91,0.44,,0.70,18.30,4.27,43.50,18.40,80.68,,0.92,26.64,1.17,,0.41,21.76,2.74,47.28,16750.09795,479.67909,229.35,,10.34,365.1963,9613.87418,2245.97819,22858.8016
133,Italy,2008,IPCC,2008,24642.6,234685.29,,4402.93,44634.67,6991.19,,1613.19,58963.88,3959.12,147568.77,33.66,Aggregazione Niella Belbo ,17.23,2.65,0.94,,1.12,20.33,2.21,55.51,9.34,88.99,,1.67,16.92,2.65,,0.61,22.36,1.50,55.95,11982.20478,1844.79283,656.16,,8.88,779.17077,14143.62454,1538.34512,38612.01289
134,Italy,2012,IPCC,2012,6547.31,96211.29,,8020,,1614.01,,719.97,48389,2466.72,57588.9,21.29,Aggregazione Robilante-Roccavione,,1.46,,,1.13,38.40,2.29,56.71,5.91,86.85,,7.24,,1.46,,0.65,43.68,2.23,51.99,,381.37089,,,5.01,295.1877,10016.676,597.76384,14791.3077
135,Italy,2008,IPCC,2008,114681.27,544644.98,,3334.57,238036.33,9610.57,413777902.05,2690.63,132215.21,31640.21,248467.85,57.11,Aggregazione Sommariva del Bosco,16.89,0.31,0.52,31.84,0.44,9.93,4.56,35.51,17.31,82.19,,0.50,0.06,0.00,99.84,0.00,0.03,0.01,0.06,30837.9736,566.99754,941.31,58135.1066,15.73,802.37892,18132.43754,8321.94713,64818.56513
136,Greece,2011,IPCC,2011,145653,175956,,3112,2323,137445,,3628,64155,91678,25492,11.58,Aghios Nikolaos,1.07,24.16,6.61,,1.67,22.21,40.45,3.83,44.85,54.19,,0.96,0.72,42.33,,1.12,19.76,28.23,7.85,1902.537,43064.315,11774,,6.36,2971.332,39591.632,72106.127,6831.856
137,Greece,2011,IPCC,2011,35291,68269,,9252,,939,,11507,41253,11955,47158,9.86,Agia,,1.14,,,21.81,36.09,21.48,19.47,31.28,60.52,,8.20,,0.83,,10.20,36.57,10.60,41.80,,692.651,,,5.30,13221.543,21877.173,13019.845,11800.952
138,Greece,2010,IPCC,2010,53969.558,335548.18,,,,4245.47,2.9103830456734E-11,705.484,126266.894,11273.33,247026.56,12.75,Agia Varvara,,3.03,,0.00,0.55,46.96,7.53,41.93,13.86,86.14,,,,1.09,0.00,0.18,32.42,2.89,63.42,,4442.884742,,3.885361365974E-12,4.80,810.601116,68899.292663,11052.213611,61523.993766
139,Greece,1995,IPCC,1995,701308.72,1024861.86,,,,4020.79,,3463.96,813167.66,544636.88,360487.5,24.76,Agioi Anargyroi-Kamatero,,0.29,,-0.00,0.40,45.74,53.53,0.03,40.63,59.37,,,,0.23,,0.20,47.12,31.56,20.89,,2849.72391,,-3.108289092779E-11,17.82,3980.09004,449877.40593,526484.45352,266.679
140,Cyprus,2009,IPCC,2009,84505,135309,,19115,41012,238,47,1603,65608,20366,110055,15.93,Agios Athanasios,31.32,0.19,,0.04,1.29,27.63,13.96,25.58,35.37,56.63,,8.00,17.16,0.10,0.02,0.67,27.46,8.52,46.06,34070.945,208.012,,38.116,7.25,1401.022,30051.555,15188.807,27823.701
141,Greece,2009,IPCC,2009,202597,680559,,,,3265,,3668,337185,82509,456529,12.62,Agios Dimitrios,,0.53,,,1.03,49.03,20.84,28.56,22.94,77.06,,,,0.37,,0.42,38.18,9.34,51.69,,2156.876,,,5.82,4214.532,199726.016,84868.955,116349.499
142,Italy,2008,IPCC,2008,9749,48280,,,3359,932,2809,487,17292,6370,26780,17.19,Agna,7.05,1.30,3.18,4.44,1.39,27.68,13.44,41.52,16.80,83.20,,,5.79,1.61,4.84,0.84,29.80,10.98,46.15,1192.748,219.736,538,750.003,5.01,235.221,4680.81,2272.769,7020.228
143,Italy,2005,IPCC,2005,9144,55319,,9270,,1206,,929,47494,9215,14906,11.45,Agnone,,1.78,,,2.69,52.59,19.39,23.55,12.40,75.03,,12.57,,1.64,,1.26,64.40,12.49,20.21,,296.721,,,2.96,448.707,8765.092,3232.168,3924.716
144,Italy,2007,IPCC,2007,3381.81,26998.74,,4884.92,,894.39,-3.6379788070918E-12,117.38,27485.59,2654.03,4114.11,16.56,Agnosine,,4.10,,-0.00,0.76,71.21,10.01,13.92,9.59,76.56,,13.85,,2.54,-0.00,0.33,77.94,7.53,11.67,,308.0814,,-2.2013857403635E-13,4.09,56.69454,5345.0128,751.36,1044.6349
145,Spain,2007,IPCC,2007,12663.1,32206.64,,,,182.03,,428.64,17284.39,5318.47,21656.21,9.41,Agost,,0.56,,,1.39,39.87,16.67,41.50,28.22,71.78,,,,0.41,,0.96,38.52,11.85,48.26,,75.64846,,,2.82,187.31568,5366.21618,2243.76759,5584.97685
146,Greece,,,,,,,,,,,,,,,,Agrafa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Spain,2005,IPCC,2005,15734.92,45755.49,,,,1403.98,-3.6379788070917E-12,1116.49,13978.95,7915.04,37075.95,11.48,Agramunt,,2.23,7.43,,2.52,25.38,15.70,46.74,25.59,74.41,,,,2.28,-0.00,1.82,22.73,12.87,60.30,,466.43616,1556.46,,3.91,526.98328,5315.09535,3288.26503,9788.51511
148,Italy,2005,IPCC,2005,57580,216430,,2667,,5257.8,3.46E-12,1602.1,125264.8,105919.6,38637.2,19.39,Agrate Brianza,,1.52,13.57,-0.00,0.95,35.54,37.39,11.04,20.81,78.22,,0.96,,1.90,0.00,0.58,45.27,38.28,13.96,,1364.928,12181.64,-0.56199999999988,6.29,849.113,31908.278,33565.033,9909.44
149,Spain,2007,IPCC,2007,1823.39,2412.89,,157.85,,104.38,,87.66,2672.27,899.71,630.1,6.80,Agres ,,2.73,,,2.71,57.57,25.26,11.73,41.50,54.91,,3.59,,2.38,,1.99,60.81,20.48,14.34,,38.82382,,,2.28,38.5704,818.44724,359.05627,166.80588
150,Italy,2011,IPCC,2011,228703.21,193471.68,,,157331.51,5219.71,,4814.48,56210.47,68246.46,130352.26,11.79,Agropoli,43.02,1.39,,,1.47,13.86,19.04,21.21,54.17,45.83,,,37.27,1.24,,1.14,13.31,16.17,30.88,68058.2625,2205.47504,,,4.42,2325.39384,21930.80449,30121.85667,33557.25312
151,Cyprus,2009,IPCC,2009,6288,19381,,1306,3496,15,773,152,3223,3546,15770,33.22,Agros,21.61,0.12,,4.78,1.27,13.94,20.32,37.96,23.31,71.85,,4.84,12.96,0.06,2.87,0.56,11.95,13.15,58.46,2268.284,13.11,,501.553,12.93,132.848,1463.662,2133.552,3985.17
152,Spain,2007,IPCC,2007,1851.85,6827.69,,1386.4,,,5509.71,,,,4556.22,26.63,Agrón,0.18,0.08,3.23,47.26,,0.27,0.23,48.74,18.40,67.83,,13.77,,,54.74,,,,45.26,4.462,1.8446,78,1142.68788,6.40,,6.6255,5.5864,1178.4906
153,Spain,2007,IPCC,2007,7985,21934.55,,501.95,,,12962.09,,,,17459.4,14.30,Aguadulce,6.32,3.03,4.06,11.86,,15.53,12.40,46.80,26.25,72.10,,1.65,,,42.61,,,,57.39,608.85,292.5,391,1143.1554,4.61,,1496.7,1195.2,4510.4165
154,Spain,2005,IPCC,2005,2892,8642,,,,51,,63,2079,1335,8006,49.08,Aguilar de Segarra,,0.51,,,0.81,25.18,15.07,58.42,25.07,74.93,,,,0.44,,0.55,18.02,11.57,69.41,,19.106,,,15.88,30.303,939.725,562.397,2179.928
155,Spain,2005,IPCC,2005,2747.69,11597.5,,,,166.85,-2.271E-13,177.43,2825.21,1033.25,10142.45,18.90,Agullana,,1.20,10.95,0.00,1.74,22.22,9.36,54.53,19.15,80.85,,,,1.16,-0.00,1.24,19.69,7.20,70.70,,58.85485,537.37,0.0022699999999979,6.47,85.34383,1090.54129,459.5178,2676.64863
156,Portugal,2008,IPCC,2008,1285393,5336128,,366538,1105077,14674,213801,51775,997538,526344,4078850,26.43,Agência de energia MédioTejo21,17.27,0.26,,3.34,1.08,10.59,9.34,58.12,18.39,76.36,,5.25,15.81,0.21,3.06,0.74,14.27,7.53,58.37,322076.535,4771.348,,62212.866,7.05,20192.25,197565.826,174159.039,1084020.804
157,Italy,2011,IPCC,2011,7533.884,28195.981,,910.496,7086.374,1165.19,-3.6379788070917E-12,158.311,19681.933,2186.476,6362.077,17.39,Aicurzio,24.89,2.75,,,0.79,47.74,7.76,16.07,20.56,76.95,,2.48,19.34,3.18,-0.00,0.43,53.72,5.97,17.36,2486.47391,275.051324,,,4.78,78.838878,4769.480349,774.962252,1605.993037
158,Italy,2005,IPCC,2005,3030.9,14985.8,,1726.49,,186.5,,180.3,13142.6,2550.5,3683.6,13.11,Aielli,,1.05,,,1.82,58.95,18.09,20.10,15.35,75.90,,8.74,,0.94,,0.91,66.57,12.92,18.66,,50.2899,,,3.18,87.0849,2823.7415,866.451,962.7609
159,Italy,2011,IPCC,2011,2777.2,3241.1,,,372.3,264,88.4,272.4,2641.6,836.5,1543.1,3.17,Aiello Calabro,5.98,3.08,,1.12,5.97,45.68,15.89,22.28,46.15,53.85,,,6.19,4.39,1.47,4.53,43.89,13.90,25.64,121.8281,62.7115,,22.8793,1.07,121.7628,931.1892,324.0335,454.2227
160,Greece,2005,IPCC,2005,277028,677012,,,,8343,,4647,350437,207436,383177,12.79,Aigaleo,,0.84,,,1.08,37.68,40.88,19.52,29.04,70.96,,,,0.87,,0.49,36.73,21.74,40.16,,4144.167,,,6.61,5339.403,185737.443,201538.104,96216.231
161,Spain,2005,IPCC,2005,5466.59,29779.18,,,,468.91,-8.73E-13,478.12,12096.48,3170.62,19220.01,15.27,Aiguafreda,,1.85,,-7.30,2.33,41.06,10.82,51.24,15.51,84.49,,,,1.32,-0.00,1.35,34.14,8.95,54.24,,182.75559,,-720.35176,4.27,229.9661,4049.7305,1067.62558,5053.45272
162,Spain,2005,IPCC,2005,2382,12512,,51,,142,,198,2494,1058,11053,20.79,Aiguamúrcia,,1.40,9.07,,1.96,19.11,8.58,59.88,15.94,83.72,,0.34,,0.95,,1.32,16.69,7.08,73.96,,68.302,441,,6.77,95.238,929.82,417.456,2912.867
163,Spain,2005,IPCC,2005,4684.89,8572.57,,,,188.83,-0.0099999999997636,230.97,2411.18,3413.51,7012.99,77.08,Aiguaviva,,1.74,7.34,-0.00,2.29,19.53,31.05,38.05,35.34,64.66,,,,1.42,-0.00,1.74,18.19,25.75,52.90,,84.42435,356.85,-0.009749999999663,28.25,111.09657,948.82119,1508.56679,1848.75099
164,Spain,2007,IPCC,2007,2868.04,2187.25,,186.91,,174.27,,197.39,3334.81,1194.66,341.07,5.32,Aigües,,4.17,,0.00,4.89,58.20,27.73,5.01,54.71,41.72,,3.57,,3.32,,3.77,63.61,22.79,6.51,,73.99713,,2.5170265871566E-13,1.87,86.8516,1032.64833,491.9838,88.86555
165,Italy,,IPCC,2001,,,,,20900.52,1641.88,,708.3,21883.8,5170.03,5116.04,0.00,Airola,,,,,,,,,,,,,37.71,2.96,,1.28,39.49,9.33,9.23,,,,,0.00,,,,
166,Italy,2005,IPCC,2005,10835.59,30966.91,,1644.96,8903.81,667.06,-0.0099999999981719,239.36,23439.64,2520.75,7676.92,15.42,Airuno,27.86,1.28,,-0.00,0.85,46.10,6.63,17.28,24.94,71.27,,3.79,20.49,1.54,-0.00,0.55,53.95,5.80,17.67,3150.08725,144.68964,,-0.0062700000000851,4.01,95.744,5211.83775,749.44042,1953.46746
167,Spain,,,,,,,,,,,,,,,,Aitona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Romania,2008,IPCC,2008,20452,216310,,6889,,10556,,2003,110575,118163,2354,8.42,Aiud,,4.22,,,2.40,45.01,47.33,1.05,8.39,88.78,,2.83,,4.33,,0.82,45.38,48.50,0.97,,2463.149,,,2.02,1404.103,26291.358,27645.358,611.76
169,Spain,2005,IPCC,2005,1308,3919,,,,8.2,-0.10000000000005,41.5,1148.8,839.2,3190.9,27.08,Ajuntament d'Espinelves,,0.22,7.36,-0.01,1.11,22.56,21.69,47.07,25.02,74.98,,,,0.16,-0.00,0.79,21.97,16.05,61.03,,3.9442,132.28,-0.21899999999995,9.31,19.9615,405.125,389.5793,845.448
170,Spain,,,,,,,,,,,,,,,,Ajuntament de Torrelavit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Spain,,,,,,,,,,,,,,,,Ajuntament de Vilobí del Penedès,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Georgia,2014,IPCC,2014,14221.29,81675.07,,55391.66,,1984.08,,657.56,95857.28,26682.63,26106.47,7.38,Akhaltsikhe,,1.40,,,0.33,45.67,20.85,31.75,9.40,53.99,,36.61,,1.31,,0.43,63.36,17.64,17.26,,292.03748,,,1.01,68.38624,9501.13509,4337.88737,6605.17348
173,Armenia,,,,,,,,,,,,,,,,Akhtala,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Lithuania,2010,IPCC,2010,47850,1046282.23,55745,96872.35,924735.186,8825.55,2.3283064365387E-10,341,169892.15,14877.4,128078.75,43.40,Akmene district municipality,85.43,0.43,,,0.01,4.76,0.62,8.74,3.84,83.92,4.47,7.77,74.17,0.71,0.00,0.03,13.63,1.19,10.27,322383.943782,1632.1071,,,14.11,47.399,17959.83234,2341.6234,32985.997609
175,Bulgaria,2007,IPCC,2007,43587,4471,,18913.6,20922.7,576.2,,379.4,42499.8,2531.8,61.7,3.35,Aksakovo,32.44,0.90,,,0.66,61.81,4.15,0.04,65.08,6.68,,28.24,31.24,0.86,,0.57,63.46,3.78,0.09,12657.0789,351.0516,,,1.95,259.1302,24116.3694,1618.4754,16.7452
176,Spain,2007,IPCC,2007,16271,68888.95,,22143.15,,,53058.41,,,,54244.69,15.78,Alameda,4.98,3.42,7.05,13.87,,11.47,7.25,51.96,15.16,64.20,,20.64,,,49.45,,,,50.55,1345.5,923.85,1903,3743.049,5.00,,3095.1,1957.5,14023.4479
177,Spain,2007,IPCC,2007,7364,25263.83,,2315.55,,,16676.24,,,,18267.15,17.27,Alanis de la Sierra,16.06,2.36,1.38,18.06,,11.43,3.37,47.33,21.07,72.30,,6.63,,,47.72,,,,52.28,1601.55,235.35,138,1801.6143,5.28,,1140.3,336.6,4721.0095
178,Italy,2009,IPCC,2009,5199,45075.63,,,,374,,292,37972,,11637,13.63,Alanno,,1.13,,,1.16,73.64,,24.08,10.34,89.66,,,,0.74,,0.58,75.53,,23.15,,137.649,,,3.31,141.036,8987.11,,2939.09547
179,Italy,2007,IPCC,2007,4760.56,24212.94,,18218,,734.78,,271.88,29936.41,5870.89,10377.54,16.08,Alano di Piave,,2.38,,,1.68,41.82,20.35,33.77,10.09,51.31,,38.60,,1.56,,0.58,63.44,12.44,21.99,,190.27482,,,2.72,134.03684,3344.24013,1627.30259,2700.30668
180,Italy,2005,IPCC,2005,46116,99730,,116,,2647,,3150,67069,40040,33056,12.95,Alassio,,1.83,,,3.40,41.01,34.82,18.95,31.59,68.33,,0.08,,1.81,,2.16,45.95,27.43,22.65,,817.455,,,3.97,1521.45,18366.597,15593.377,8487.444
181,Armenia,,,,,,,,,,,,,,,,Alaverdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Italy,2001,IPCC,2001,58411.17,274202.39,48008,,,15808,,2515.7625,258244,17550,86504.24,12.72,Alba,,3.73,3.34,,1.19,63.24,6.44,22.06,15.35,72.04,12.61,,,4.15,,0.66,67.85,4.61,22.73,,3803.58164,3410.4,,3.41,1215.11208,64502.73614,6564.5105,22496.68182
183,Italy,2005,IPCC,2005,27962.9,89418.6,,2522.2,,2393.2,,1558.7,58881.9,34126.8,22943.2,10.57,Alba Adriatica,,,,81.99,,,,18.01,23.32,74.58,,2.10,,2.00,,1.30,49.11,28.46,19.13,,,,26938.5223,2.96,,,,5916.1089
184,Romania,2008,IPCC,2008,87323,686978,,2000,,17038,,2761,365939,219719,170844,11.61,Alba Iulia,,2.04,,,0.92,46.71,29.29,21.04,11.25,88.49,,0.26,,2.19,,0.36,47.14,28.30,22.01,,4291.972,,,3.14,1935.461,98184.743,61560.315,44216.442
185,Spain,2005,IPCC,2005,1060.74,4532.39,,,,141.29,,92.91,1261.44,398.28,3699.21,11.39,Albagés,,3.61,,,2.64,26.00,10.14,57.60,18.97,81.03,,,,2.53,,1.66,22.55,7.12,66.14,,61.22805,,,3.45,44.68971,440.51112,171.86332,975.94551
186,Italy,2005,IPCC,2005,18126.033,47721.175,,1626.758,13135.407,1554.022,,,36851.147,4150.198,11783.19,14.79,Albairate,29.55,2.07,,-0.00,,45.60,7.31,15.47,26.86,70.73,,2.41,19.47,2.30,,,54.62,6.15,17.46,5544.2545668,388.0337556,,-3.0354385671673E-14,4.30,,8554.7113434,1370.7710172,2903.0102724
187,Spain,,,,,,,,,,,,,,,,Albal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Spain,,,,,,,,,,,,,,,,Albalat de la Ribera,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Italy,2004,LCA,2004,120056,459485,,9865,89693,3626,,2554,161157,48742,261274,16.36,Albano Laziale,16.99,0.63,,,0.65,24.80,10.03,46.90,20.37,77.96,,1.67,15.82,0.64,,0.45,28.42,8.60,46.08,32030.94695,1195.52485,,,5.23,1226.32864,46755.36743,18899.56896,88411.27744
190,Italy,2005,IPCC,2005,56868.79,91281.28,,3762.03,54154.63,872.53,4.0E-26,416.35,65508.52,11191.13,19769.55,20.66,Albano Sant'Alessandro,46.09,0.49,,0.00,0.39,33.69,7.50,11.83,37.44,60.09,,2.48,35.65,0.57,0.00,0.27,43.12,7.37,13.01,19601.83871,209.74078,,2.9103830456734E-12,5.93,166.54,14328.41566,3189.24621,5029.7298
191,Italy,2009,LCA,2009,2113.2,7981.1,,4114.05,,456.4,,175.1,6149.6,1348.6,6078.65,9.46,Albano di Lucania,,3.46,2.69,,2.28,24.75,13.59,53.24,14.87,56.17,,28.96,,3.21,,1.23,43.28,9.49,42.78,,113.7265,88.3,,2.19,74.9428,813.4109,446.7408,1749.85155
192,Spain,2005,IPCC,2005,560.3,1233.7,,,,18.7,,50.5,290,576.6,858.2,13.69,Albanyà,,1.31,,,4.09,17.78,38.50,38.32,31.23,68.77,,,,1.04,,2.81,16.16,32.14,47.84,,7.7749,,,4.53,24.2905,105.622,228.7114,227.6436
193,Italy,,,,,,,,,,,,,,,,Albaredo d'Adige ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
