,name,country,action_description,language,action_start_year,action_end_year,action_cost,action_website,action_co2_reduction
139,Bilzen,Belgium,"De provincie Limburg steunt het Vlaamse initiatief 'Energiescans', dat via Infrax wordt georganiseerd. Een professionele adviseur van Stebo komt bij burgers aan huis en licht de woning door. Hij gaat op zoek naar nutteloos energieverbruik, door het gebouw, de thermostaat, de verwarmingsinstallatie, het waterverbruik en de verlichting te bekijken. Hierna kan de 'energiescanner' meteen enkele maatregelen treffen (vb. tochtstrips of spaardouchekop). Tenslotte krijgt de burger advies over mogelijke meer ingrijpende maatregelen. Aansluitend kan men begeleiding krijgen bij de uitvoering van deze volgende stappen (o.m. in het kader van een Duwolim-lening). Een gezin kan zo makkelijk 30% besparen op energie én dus ook héél wat geld uitsparen.
Sinds 2012 hebben 362 gezinnen in Bilzen een energiescan laten uitvoeren. Het aanbod wordt gepromoot op de website van de stad.",nl,2012,2020,,,
140,Bilzen,Belgium,,,2020,2030,,,
141,Boden,Sweden,Risk assessment of building constructions to investigate their capacity to resist climate change,,2018,2045,,,
142,Boden,Sweden,Increased knowledge how far fram lakes and rivers houses should placed in order to avoid flooding.,,2019,2045,,,
143,Boden,Sweden,,,2018,2045,,,
144,Bolzano/Bozen,Italy,Renovation of public lighting and traffic lights through installation of new LED lamps.,en,2014,2018,200000,,2083
145,Bolzano/Bozen,Italy,"Through the analysis of the energy specific consumption of each building located on the area of Bolzano (private and public) it has been created a tematic map. The main goal is to publish this map, informating the citiziens of the average consumption of their buildings, and promoting energy efficiency intervention on the most critical buildings.
Is has been supposed that this action could permit a 10% less emissions.
",en,2016,2017,20000,,
146,Bolzano/Bozen,Italy,The refurbishment of a municipal residential building (72 apartments) include the realization of a low enthalpy plant for the heating.,en,2015,2019,400000,,
147,Bonheiden,Belgium,,,2016,2025,,,
148,Bonheiden,Belgium,,,2016,2025,,,
149,Bonheiden,Belgium,,,2016,2028,,,
150,Bonheiden,Belgium,,,2016,2030,,,
151,Bonheiden,Belgium,,,2019,2022,,,
152,Bonheiden,Belgium,,,2016,2030,,,
153,Bonheiden,Belgium,,,2016,2030,,,
154,Bonheiden,Belgium,,,2018,2022,,,
155,Bonheiden,Belgium,,,2017,2022,,,
156,Bonheiden,Belgium,,,2016,2030,,,
157,Bonheiden,Belgium,,,2016,2030,,,
158,Bonheiden,Belgium,imposing a green standard in buildings,,2018,2030,,,
159,Bonheiden,Belgium,drawing up a rainwater plan,,2018,2022,,,
160,Bonheiden,Belgium,manage and clean the canals,,2018,2030,,,
161,Bonheiden,Belgium,Conversion to a separate sewerage system,,2018,2030,,,
162,Bonheiden,Belgium,creating ecological connections to the village. In these areas there is no longer being built and nature is connected to each other,,2018,2030,,,
163,Bordighera,Italy,"La revisione degli standard energetici comunali è un'azione prioritaria per chi aderisce al Patto dei Sindaci.
Il modo più semplice per adeguare il regolamento edilizio a nuovi standard energetici è l'approvazione di un allegato energetico e ambientale.
Perché l'azione sia efficace è fondamentale che ci sia la condivisione con i professionisti e le imprese locali, pertanto si prevede una serie di incontri pubblici per discutere con i portatori di interesse tute le possibili tematiche introdotte
dall'allegato.",it,2017,2020,3000,,
164,Bordighera,Italy,"L'azione prevede l’installazione di due gruppi di colonnine di ricarica per auto e per scooter elettrici, una in piazza Garibaldi e l’altra in luogo da definirsi.
La presenza di stazioni di ricarica è un elemento fondamentale per la transizione verso la mobilità elettrica.",it,2017,2030,30000,,
165,Bordighera,Italy,"ll Regolamento comunale di illuminazione accerta la consistenza e lo stato di manutenzione degli impianti presenti nel territorio di competenza e pianifica le nuove installazioni, la manutenzione, la sostituzione nonché l'adeguamento di quelle
esistenti. L’adozione di un regolamento di illuminazione è richiesta ai comuni dalla legge regionale 22 del 2007.
Attualmente il comune ha a disposizione un censimento degli impianti informatizzato.
L'azione non genera dei risparmi energetici diretti, ma è propedeutica per la fase di progettazione e riqualificazione.",it,2017,2019,10000,,
166,Bordighera,Italy,"Il sistema di gestione dell'energia è uno strumento che permette all'amministrazione pubblica di monitorare i consumi e i costi energetici delle utenze comunali, con l'obiettivo di:
- avere sotto controllo consumi e costi
- individuare prontamente eventuali anomalie
- verificare i risparmi conseguiti a valle delle riqualificazioni
- dare il buon esempio ai cittadini, rendendo pubblici i dati delle utenze comunali
",it,2017,2020,20000,,
167,Bordighera,Italy,"Il comune di Bordighera sta intervenendo da anni sui propri edifici, con interventi di riqualificazione energetica (sostituzione luci nelle scuole, sostituzione caldaia e installazione solare termico nel palasport, sostituzione illuminazione impianti
sportivi).
Nella stesura dell’Inventario di Base delle Emissioni si sono individuati gli edifici pubblici più energivori.
Si procederà inizialmente con una serie di diagnosi energetiche, per avere più chiaro il quadro, e poi con gli interventi di riqualificazione.",it,2010,2030,600000,,148
168,Borgloon,Belgium,"Provincie Limburg organiseert samenaankoop voor levering aardgas en elektriciteit voor alle limburgse gemeentebesturen.
In het contract wordt voorzien dat er 100% groene stroom wordt geleverd.",nl,2013,2020,,,
169,Borgloon,Belgium,"Elke Limburgse particuliere eigenaar kan tot 10 000 euro ontlenen voor verschillende energiebesparende maatregelen. De lening moet worden terugbetaald over vijf jaar, aan een interest van 2%. Voor financieel kwetsbare gezinnen bedraagt de interest 0%.

Duwolim is de organisatie waar je in LImburg voor deze Vlaamse Energielening terecht kan. Je krijgt niet alleen een goedkopere lening, maar ook deskundig advies. Duwolim verstrekte al bijna 2000 leningen",nl,2012,2020,,,
170,Borgloon,Belgium,"bestaande feestverlichting vervangen door energiezuinige feestverlichting, energiebesparing van ruim 85% 
(bestaande feestverlichting 7785 W/ eindejaarsperiode nieuwe energiezuinige feestverlichting 1133,9 W/ eindejaarsperiode)",nl,2012,2020,5599.18,,
171,Bree,Belgium,De provincie Limburg organiseert een samenaankoop voor de levering van aardgas en elektriciteit voor alle Limburgse gemeentebesturen. In het contract wordt voorzien dat er 100% groene stroom wordt geleverd. Door deel te nemen aan deze samenaankoop kunnen gemeentebesturen aan gunstigere voorwaarden voorzien in de energiebehoefte van hun gemeentebestuur. ,en,2011,2020,,,
172,Bree,Belgium,"Elke Limburgse particuliere eigenaar kan tot 10.000 euro ontlenen voor verschillende energiebesparende maatregelen (het plaatsen van hoogrendementsglas en bijhorende raamprofielen, het vervangen van verwarmingsinstallaties door een energiezuinige verwarmingsketel of voor isolatie van dak, kelder en muren. Ook de installatie van een warmtepomp of zonneboiler is mogelijk).

De lening moet worden terugbetaald over vijf jaar, aan een interest van 2%. Voor financieel kwetsbare gezinnen bedraagt de interest 0%. 

Duwolim is de organisatie waar je in Limburg voor deze Vlaamse Energielening terecht kan. Je krijgt niet alleen een goedkope lening, maar ook deskundig advies. 
Duwolim verstrekte al bijna 2000 leningen. ",en,2012,2020,,,
173,Bree,Belgium,De stad voorziet een renteloze lening voor verenigingen of scholen voor het plaatsen van PV-panelen,en,2011,2020,,,
174,Bree,Belgium,"De provincie Limburg steunt het Vlaamse initiatief ‘Energiescans’, dat via Infrax wordt georganiseerd. Een professionele adviseur van Stebo komt bij burgers aan huis en licht de woning door. Hij gaat op zoek naar nutteloos energieverbruik, door het gebouw, de thermostaat, de verwarmingsinstallatie het waterverbruik en de verlichting te bekijken. Hierna kan de ‘energiescanner’ meteen enkele maatregelen treffen (vb. tochtstrips of spaardouchekop). Tenslotte krijgt de burger advies over mogelijke meer ingrijpende maatregelen. Aansluitend kan men begeleiding krijgen bij de uitvoering van deze volgende stappen (o.m.  in het kader van een Duwolim-lening). 
Een gezin kan zo makkelijk 30% besparen op energie én dus ook héél wat geld uitsparen. ",en,2012,2020,,,
175,Brendola,Italy,"The action involves the installation of new efficient lamps, in accordance with the highest standards of safety, energy saving and reduction of light pollution.",en,2014,2020,844900,,81.73
176,Brendola,Italy,The City has obtained the certificate 100% GREEN ENERGY for the use of energy produced from renewable sources and is committed to maintain the supply for the next few years.,en,2014,2020,,,298.07
177,Brendola,Italy,"The amendment to the Building Code contains recommended and mandatory standards for energy efficiency and the production of energy from renewable sources. 
The tool applies further restrictions with respect to the regulatory framework and determine the form of incentive.",en,2014,2014,2000,,544.92
178,Brogliano,Italy,,,2017,2030,,,
179,Brogliano,Italy,,,2018,2030,,,
180,Brogliano,Italy,,,2018,2030,,,
181,"Budapest Főváros XIX. Kerület, Kispest Önkormányzata",Hungary,"A Főtáv 2030-ig szóló terveiben egy összesen 20 MW kapacitású geotermikus távhőrendszer kiépítését tűzte ki célul a kerülettel együttműködve.
Ekkora kapacitás a kerület jelenlegi távhőigényének 80%-át képes lenne kiváltani, a földgáz helyett CO2-mentes geotermikus energiára támaszkodva, ezáltal drasztikusan csökkentve a kerület CO2-kibocsátását.",hu,2020,2030,7000000000,,5656
182,"Budapest Főváros XIX. Kerület, Kispest Önkormányzata",Hungary,Urban trees should be listed with all necessary data enabling effective maintenance. Goal of the measure is to finish the tree register of the district. The register should be keep up-dated.,,2016,2020,125000,,
183,"Budapest Főváros XIX. Kerület, Kispest Önkormányzata",Hungary,The Green Office (GO) consign its official duties to the authority department in this way it will have greater capacity to implement professional programs. A new communication colleague is needed to koin the GO in order to assist the implementation and popularization of SECAP and the local environme,,2019,2020,225000,,
184,"Budapest Főváros XIX. Kerület, Kispest Önkormányzata",Hungary,"Protection and development of urban green surfaces, ventillation corridors. Tree seating, asphalt breaking. Preferring permeable paving and diverse, multi-level green stand during the renovation of public spaces. Quality maintenance of existing green surfaces has utmost importance.",,2019,2030,1875000,,
185,Bussolengo,Italy,Acquisto di energia verde da FER (Fonti Energetiche Rinnovabili),it,2011,2020,,,498.97
