,attr_Emissions_reduction,attr_Energy_access_&_efficiency,attr_Renewable_energy,baseline_year,cdp,company_classification,country,dollar_value,entity_type,name,percent_reduction,raw_commitment,target_year,url,attr_Use_of_carbon_price,attr_Building,attr_Private_finance,climatebonds,green_bond,carbonn,community_wide,covenant_of_mayors,attr_Resilience,attr_Forest,attr_Transport,attr_Other,attr_Short_term_pollutants,climategroup,investorsclimatechange,globalcompact,attr_Agriculture
108,1.0,,,2009.0,1.0,Air Transportation - Airport Services,France,,Company,ADP (Aeroports de Paris),10,Reduce direct CO2e emissions from their vehicles by 10% from 2009 to 2015 through the procurement of low-carbon and electric vehicles,2015.0,/company/adp-aeroports-de-paris-,,,,,,,,,,,1.0,,,,,,
109,1.0,,,2007.0,1.0,Air Transportation - Airport Services,France,,Company,ADP (Aeroports de Paris),10,Reduce CO2e emissions intensity of aircraft taxiing by 10% per traffic unit from 2007 to 2015,2015.0,/company/adp-aeroports-de-paris-,,,,,,,,,,,1.0,,,,,,
110,,1.0,1.0,2009.0,1.0,Air Transportation - Airport Services,France,,Company,ADP (Aeroports de Paris),, Reduce operational CO2e emissions intensity of their facilities by 12.5% per square meter from 2009 to 2015 through increased energy efficiency and renewable energy procurement,2015.0,/company/adp-aeroports-de-paris-,,,,,,,,,,,,,,,,,
111,1.0,1.0,1.0,2009.0,1.0,Air Transportation - Airport Services,France,,Company,ADP (Aeroports de Paris),25,Reduce direct CO2e emissions by 25% from 2009 to 2015 through increased energy efficiency and renewable energy installations,2015.0,/company/adp-aeroports-de-paris-,,,,,,,,,,,,,,,,,
112,,1.0,,2009.0,1.0,Air Transportation - Airport Services,France,,Company,ADP (Aeroports de Paris),10,Reduce direct CO2e emissions from their vehicles by 10% from 2009 to 2015 through the procurement of low-carbon and electric vehicles,2015.0,/company/adp-aeroports-de-paris-,,,,,,,,,,,,,,,,,
113,1.0,,,2007.0,,,Spain,,City,Adra,28,Reduce community-wide CO2e emissions by 28% from 2007 to 2020,2020.0,/city/adra/spain,,,,,,,1.0,1.0,,,,,,,,,
114,1.0,,,2011.0,,,Italy,,City,Adrano,23,Reduce community-wide CO2 emissions by 23% from 2011 to 2020,2020.0,/city/adrano/italy,,,,,,,1.0,1.0,,,,,,,,,
115,,,,2013.0,1.0,Semiconductors and Semiconductors Equipment,United States of America,,Company,"Advanced Micro Devices, Inc",,Avoid 10% of water use for manufacturing sites from 2013 to 2017 through conservation efforts,2017.0,"/company/advanced-micro-devices,-inc",,,,,,,,,1.0,,,,,,,,
116,1.0,1.0,1.0,2012.0,1.0,Semiconductors and Semiconductors Equipment,United States of America,,Company,"Advanced Micro Devices, Inc",10,Reduce operational CO2e emissions intensity by 10% compared to BAU from 2012 to 2017 through increased energy efficiency and renewable energy,2017.0,"/company/advanced-micro-devices,-inc",,,,,,,,,,,,,,,,,
117,,,,,1.0,Technology Hardware and Equipment,Taiwan Province of China,,Company,"Advantech Co, Ltd.",,Use an internal carbon price,,"/company/advantech-co,-ltd-",1.0,,,,,,,,,,,,,,,,
118,,,,2011.0,1.0,Chemicals,South Africa,,Company,AECI Ltd Ord,14,Reduce group-wide water consumption by 14% per business unit from 2011 to 2015,2015.0,/company/aeci-ltd-ord,,1.0,,,,,,,1.0,,,,,,,,
119,1.0,1.0,,2011.0,1.0,Chemicals,South Africa,,Company,AECI Ltd Ord,15,Reduce operational CO2e emissions by 15% from 2011 to 2015 through increased use of low-carbon technology,2015.0,/company/aeci-ltd-ord,,,,,,,,,,,,,,,,,
120,1.0,1.0,,2010.0,1.0,Food and Staples Retailing,Japan,,Company,"Aeon Co., Ltd.",50,Reduce operational CO2e emissions intensity by 50% per square meter from 2010 to 2020 through increased energy efficiency,2020.0,"/company/aeon-co-,-ltd-",,,,,,,,,,,,,,,,,
121,,,,,1.0,"Consumer Durables, Household and Personal Products",India,,Company,Aero Pharma Silvasa,,Set an internal carbon price by 2017,2017.0,/company/aero-pharma-silvasa,1.0,,,,,,,,,,,,,,,,
122,1.0,,,2011.0,1.0,"Electric Utilities, Independent Power Producers, and Energy Traders",Brazil,,Company,AES Tiete SA,10,Reduce operational CO2e emissions by 10% from 2011 to 2016,2016.0,/company/aes-tiete-sa,,,,,,,,,,,,,,,,,
123,,,,,1.0,"Electric Utilities, Independent Power Producers, and Energy Traders",Brazil,,Company,AES Tiete SA,,Set an internal carbon price by 2017,2017.0,/company/aes-tiete-sa,1.0,,,,,,,,,,,,,,,,
124,1.0,,,2009.0,1.0,Professional Services,Sweden,,Company,ÅF AB,50,Reduce CO2e emissions intensity across their value chain from energy use and business travels by 50% per fulltime employee from 2009 to 2015,2015.0,/company/af-ab,,,,,,,,,,,,,,,,,
125,1.0,1.0,,2014.0,1.0,"Banks, Diverse Financials, and Insurance",United States of America,,Investor,AFLAC Incorporated,2,Reduce CO2e emissions intensity from purchased utilities by 2% per square foot from 2014 to 2015 through increased energy efficiency ,2015.0,/company/aflac-incorporated,,,,,,,,,,,,,,,,,
126,1.0,1.0,,2007.0,1.0,"Banks, Diverse Financials, and Insurance",United States of America,,Investor,AFLAC Incorporated,50,Reduce CO2e emissions from electricity consumption at domestic facilities by 50% from 2007 to 2025 through increased energy efficiency,2025.0,/company/aflac-incorporated,,1.0,,,,,,,,,,,,,,,
127,1.0,,,2014.0,1.0,Oil and Gas,United Kingdom of Great Britain and Northern Ireland,,Company,Afren,5,Reduce direct CO2e emissions associated with gas flaring by 5% from 2014 to 2015 through gas re-injection,2015.0,/company/afren,,,,,,,,,,,,,,,,,
128,,,,,1.0,"Mining - Iron, Aluminum, Other Metals",South Africa,,Company,African Rainbow Minerals,,Set an internal carbon price by 2017,2017.0,/company/african-rainbow-minerals,1.0,,,,,,,,,,,,,,,,
129,1.0,1.0,,2014.0,1.0,"Mining - Iron, Aluminum, Other Metals",South Africa,,Company,African Rainbow Minerals,5,Reduce operational CO2e emissions by 5% from 2014 to 2018 through increased energy efficiency,2018.0,/company/african-rainbow-minerals,,,,,,,,,,,,,,,,,
130,1.0,,,,1.0,Construction Materials,Turkey,,Company,AFYON ÇİMENTO SANAYİ T.A.Ş.,2,Reduce direct CO2e emissions by 2% per ton of clinker produced from a base year of 2007 to 2015,,/company/afyon-cimento-sanayi-t-a-s-,,,,,,,,,,,,,,,,,
131,1.0,1.0,,2013.0,1.0,"Consumer Durables, Household and Personal Products",United Kingdom of Great Britain and Northern Ireland,,Company,Aga Rangemaster Group PLC,5,Reduce operational CO2e emissions intensity by 5% per unit of revenue from 2013 to 2015 through increased energy efficiency,2015.0,/company/aga-rangemaster-group-plc,,,,,,,,,,,,,,,,,
132,1.0,,,2011.0,,,Greece,,City,Agia,20,Reduce community-wide CO2 emissions by 20% from 2011 to 2020,2020.0,/city/agia/greece,,,,,,,1.0,1.0,,,,,,,,,
133,1.0,,,2010.0,,,Greece,,City,Agia Varvara,20,Reduce community-wide CO2 emissions by 20% from 2010 to 2020,2020.0,/city/agia-varvara/greece,,,,,,,1.0,1.0,,,,,,,,,
134,1.0,1.0,,2014.0,1.0,"Pharmaceuticals, Biotechnology, and Life Sciences",United States of America,,Company,Agilent Technologies,10,Reduce operational CO2e emissions intensity by 10% per square foot from 2014 to 2024 through increased energy efficiency,2024.0,/company/agilent-technologies,,,,,,,,,,,,,,,,,
135,1.0,,,1995.0,,,Greece,,City,Agioi Anargyroi-Kamatero,20,Reduce community-wide CO2 emissions by 20% from 1995 to 2020,2020.0,/city/agioi-anargyroi-kamatero/greece,,,,,,,1.0,1.0,,,,,,,,,
136,1.0,,,2009.0,,,Cyprus,,City,Agios Athanasios,20,Reduce community-wide CO2 emissions by 20% from 2009 to 2020,2020.0,/city/agios-athanasios/cyprus,,,,,,,1.0,1.0,,,,,,,,,
137,1.0,,,2009.0,,,Greece,,City,Agios Dimitrios,22,Reduce community-wide CO2 emissions by 22% from 2009 to 2020,2020.0,/city/agios-dimitrios/greece,,,,,,,1.0,1.0,,,,,,,,,
138,,,,,1.0,"Electric Utilities, Independent Power Producers, and Energy Traders",Australia,,Company,AGL Energy,,Close all existing coal-fired power stations in their portfolio by 2050,2050.0,/company/agl-energy,,,,,,,,,,,,1.0,,,,,
139,,,,2013.0,1.0,"Electric Utilities, Independent Power Producers, and Energy Traders",Australia,,Company,AGL Energy,1,Reduce CO2e emissions from their supply footprint by 1% through the investment in 155MW of renewable energy projects from 2013 to 2016,2016.0,/company/agl-energy,,,1.0,,,,,,,,,,,,,,
140,1.0,,,2014.0,1.0,"Electric Utilities, Independent Power Producers, and Energy Traders",Australia,,Company,AGL Energy,,"Reduce direct CO2e emissions from their Torrens Island power station in Adelaide by 0.3% from 2014 to 2017 through the development of a CO2e recovery plant to capture and purify up to 50,000 tonnes of CO2e emissions per year",2017.0,/company/agl-energy,,1.0,,,,,,,,,,,,,,,
141,1.0,,,2015.0,1.0,"Electric Utilities, Independent Power Producers, and Energy Traders",Australia,,Company,AGL Energy,,Reduce direct CO2e emissions by 94.2% from 2015 to 2050 by closing conventional coal power stations ,2050.0,/company/agl-energy,,,,,,,,,,,,,,,,,
142,,,,,1.0,"Electric Utilities, Independent Power Producers, and Energy Traders",Australia,9.81,Company,AGL Energy,,Use an internal carbon price of USD 9.81 ,,/company/agl-energy,1.0,,,,,,,,,,,,,,,,
143,1.0,,1.0,2013.0,1.0,"Electric Utilities, Independent Power Producers, and Energy Traders",Australia,,Company,AGL Energy,1,Reduce CO2e emissions from their supply footprint by 1% through the investment in 155MW of renewable energy projects from 2013 to 2016,2016.0,/company/agl-energy,,,,,,,,,,,,,,,,,
144,1.0,,,2009.0,,,Cyprus,,City,Aglandjia,22,Reduce community-wide CO2 emissions by 22% from 2009 to 2020,2020.0,/city/aglandjia/cyprus,,,,,,,1.0,1.0,,,,,,,,,
145,1.0,,,2005.0,,,Italy,,City,Agrate Brianza,20,Reduce community-wide CO2e emissions by 20% from 2005 to 2020,2020.0,/city/agrate-brianza/italy,,,,,,,1.0,1.0,,,,,,,,,
146,,1.0,1.0,,,"Banks, Diverse Financials, and Insurance",China,990000000.0,Investor,Agricultural Bank of China,,"USD 990m green bonds issued for projects in renewable energy, energy efficiency, low carbon transport, sustainable land use, water and waste management in China",,/company/agricultural-bank-of-china,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,
147,1.0,,,2007.0,1.0,Food and Beverage Processing,United States of America,,Company,Agri-Mark/Cabot Creamery Cooperative,20,Reduce operational CO2e emissions by 20% from 2007 to 2020,2020.0,/company/agri-markcabot-creamery-cooperative,,,,,,,,,,,,,,,,,
148,1.0,,,2007.0,1.0,Food and Beverage Processing,United States of America,,Company,Agri-Mark/Cabot Creamery Cooperative,20,Reduce operational CO2e emissions intensity by 20% per tonne of product from 2007 to 2020,2020.0,/company/agri-markcabot-creamery-cooperative,,,,,,,,,,,,,,,,,
149,,,,,1.0,Chemicals,Canada,11.3,Company,Agrium Inc.,,Use an internal carbon price of USD 11.30,,/company/agrium-inc-,1.0,,,,,,,,,,,,,,,,
150,1.0,,,2005.0,1.0,Chemicals,Canada,,Company,Agrium Inc.,20,Reduce direct CO2e emissions intensity of the North American wholesale division by 20% per tonne of product from 2005 to 2020,2020.0,/company/agrium-inc-,,,,,,,,,,,,,,,,,
151,1.0,,,2009.0,,,Cyprus,,City,Agros,26,Reduce community-wide CO2 emissions by 26% from 2009 to 2020,2020.0,/city/agros/cyprus,,,,,,,1.0,1.0,,,,,,,,,
152,1.0,,,,,,Mexico,,City,Aguascalientes,20,Reduce CO2e emissions from government operations by 20% by 2015 based on 2010 levels,2015.0,/city/aguascalientes/mexico,,,,,,1.0,,,,,,,,,,,
153,1.0,,,2002.0,,,Portugal,,City,Águeda,33,Reduce community-wide CO2e emissions by 33% from 2002 to 2020,2020.0,/city/agueda/portugal,,,,,,,1.0,1.0,,,,,,,,,
154,1.0,,,2011.0,,,Spain,,City,Águilas,31,Reduce community-wide CO2 emissions by 31% from 2011 to 2020,2020.0,/city/aguilas/spain,,,,,,,1.0,1.0,,,,,,,,,
155,1.0,1.0,,2012.0,1.0,"Forest, Paper, and Rubber Products",Finland,,Company,Ahlstrom Corporation,20,Reduce CO2e emissions intensity of fuel consumption by 20% per tonne of product from 2012 to 2020 through increased energy efficiency,2020.0,/company/ahlstrom-corporation,,,,,,,,,,,,,,,,,
156,1.0,1.0,,2012.0,1.0,"Forest, Paper, and Rubber Products",Finland,,Company,Ahlstrom Corporation,20,Reduce operational CO2e emissions intensity by 20% per tonne of product from 2012 to 2020 through increased energy efficiency,2020.0,/company/ahlstrom-corporation,,,,,,,,,,,,,,,,,
157,,,,,1.0,"Forest, Paper, and Rubber Products",Finland,,Company,Ahlstrom Corporation,,Eliminate deforestation and forest degradation associated with timber in their direct operations and supply chain,,/company/ahlstrom-corporation,,,,,,,,,,1.0,,,,,,,
158,,,1.0,,,,India,,City,Ahmedabad,5,Increase share of renewables in final energy mix for government operations to 5% by 2016,2016.0,/city/ahmedabad/india,,,,,,1.0,,,,,,,,,,,
159,1.0,1.0,,2013.0,1.0,"Trading Companies, Distributors, Commercial Services and Supplies",United States of America,,Company,AHR,3,Reduce CO2e emissions from purchased utilities by 3% from 2013 to 2015 through energy efficient building retrofits,2015.0,/company/ahr,,1.0,,,,,,,,,,,,,,,
160,1.0,,,,,,Japan,,Region,Aichi Prefecture,15,Reduce CO2e emissions from the community by 15% by 2020 based on 1990 levels,2020.0,/subnational-region/aichi-prefecture/japan,,,,,,1.0,1.0,,,,,,,,,,
161,1.0,,,2005.0,,,Greece,,City,Aigaleo,20,Reduce community-wide CO2 emissions by 20% from 2005 to 2020,2020.0,/city/aigaleo/greece,,,,,,,1.0,1.0,,,,,,,,,
162,1.0,,,2005.0,1.0,Air Transportation - Airlines,Canada,,Company,Air Canada,2,Reduce direct CO2e emissions intensity by 2% per revenue tonne kilometer each year from 2005 to 2020 through improved fuel efficiency,2020.0,/company/air-canada,,,,,,,,,,,,,,,,,
163,1.0,,,2009.0,1.0,Air Transportation - Airlines,Canada,,Company,Air Canada,,Reduce direct CO2e emissions intensity by 1.5% per revenue tonne kilometre each year from 2009 to 2020,2020.0,/company/air-canada,,,,,,,,,,,,,,,,,
164,,,,2005.0,1.0,Air Transportation - Airlines,Canada,,Company,Air Canada,2,Reduce direct CO2e emissions intensity by 2% per revenue tonne kilometer each year from 2005 to 2020 through improved fuel efficiency,2020.0,/company/air-canada,,,,,,,,,,,1.0,,,,,,
165,1.0,,,2005.0,1.0,Air Transportation - Airlines,Canada,,Company,Air Canada,50,Reduce direct CO2e emissions by 50% from 2005 to 2050,2050.0,/company/air-canada,,,,,,,,,,,,,,,,,
166,1.0,,1.0,2005.0,1.0,Air Transportation - Airlines,France,,Company,Air France - KLM,50,Reduce direct net aviation CO2e emissions by 50% from 2005 to 2050 through increased energy efficiency and use of biofuels,2050.0,/company/air-france--klm,,,,,,,,,,,,,,,,,
167,1.0,,,2011.0,1.0,Air Transportation - Airlines,France,,Company,Air France - KLM,20,Reduce direct CO2e emissions intensity by 20% per passenger kilometer from 2011 to 2020,2020.0,/company/air-france--klm,,,,,,,,,,,,,,,,,
168,,1.0,,2005.0,1.0,Air Transportation - Airlines,France,,Company,Air France - KLM,50,Reduce direct net aviation CO2e emissions by 50% from 2005 to 2050 through increased energy efficiency and use of biofuels,2050.0,/company/air-france--klm,,,,,,,,,,,,,,,,,
169,1.0,1.0,1.0,,1.0,Chemicals,France,,Company,Air Liquide,2,Reduce operational CO2e emissions intensity of air separation and hydrogen units by 2% per cubic meter of gas produced from a base year of 2011 to 2015 through low-carbon and renewable electricity purchases and increased energy efficiency of equipment and vehicles,,/company/air-liquide,,,,,,,,,,,1.0,,,,,,
170,1.0,,,2011.0,1.0,Chemicals,France,,Company,Air Liquide,8,Reduce CO2e emissions across Air Liquide France Industrie SA (ALFI)'s value chain by 8% from 2011 to 2015,2015.0,/company/air-liquide,,,,,,,,,,,,,,,,,
171,,,,,1.0,Chemicals,France,,Company,Air Liquide,,Set an internal carbon price by 2017,2017.0,/company/air-liquide,1.0,,,,,,,,,,,,,,,,
172,1.0,,,2015.0,1.0,Chemicals,United States of America,,Company,Air Products & Chemicals,2,Reduce operational CO2e emissions intensity by 2% per unit of production from 2015 to 2020,2020.0,/company/air-products-chemicals,,,,,,,,,,,,,,,,,
173,1.0,,,2007.0,1.0,Chemicals,United States of America,,Company,Air Products & Chemicals,7,Reduce operational CO2e emissions intensity by 7% per unit of production from 2007 to 2015,2015.0,/company/air-products-chemicals,,,,,,,,,,,,,,,,,
174,,,,,1.0,Aerospace and Defense,Netherlands,,Company,Airbus Group,,Set an internal carbon price by 2017,2017.0,/company/airbus-group,1.0,,,,,,,,,,,,,,,,
175,1.0,1.0,,2006.0,1.0,Aerospace and Defense,Netherlands,,Company,Airbus Group,50,Reduce CO2e emissions intensity of most operations by 50% per unit of revenue from 2006 to 2020 through increased energy efficiency,2020.0,/company/airbus-group,,,,,,,,,,,,,,,,,
176,1.0,,,2001.0,,,Italy,,City,Airola,23,Reduce community-wide CO2 emissions by 23% from 2001 to 2020,2020.0,/city/airola/italy,,,,,,,1.0,1.0,,,,,,,,,
177,,,,,1.0,Building Products,China,,Company,Airsys,,Set an internal carbon price by 2017,2017.0,/company/airsys,1.0,,,,,,,,,,,,,,,,
178,1.0,,,2014.0,1.0,Building Products,China,,Company,Airsys,6,Reduce operational CO2e emissions by 6% from 2014 to 2015,2015.0,/company/airsys,,,,,,,,,,,,,,,,,
179,1.0,,,2009.0,1.0,"Trading Companies, Distributors, Commercial Services and Supplies",United States of America,,Company,AIS,35,Reduce operational CO2e emissions intensity by 35% per unit revenue from 2009 to 2019,2019.0,/company/ais,,,,,,,,,,,,,,,,,
180,1.0,,,2008.0,,,Romania,,City,Aiud,20,Reduce community-wide CO2 emissions by 20% from 2008 to 2020,2020.0,/city/aiud/romania,,,,,,,1.0,1.0,,,,,,,,,
181,1.0,,,,,,Canada,,City,Ajax,6,Reduce CO2 emissions from the community by 6% by 2020 based on 2005 levels,2020.0,/city/ajax/canada,,,,,,1.0,1.0,,,,,,,,,,
182,1.0,,,,,,Canada,,City,Ajax,20,Reduce CO2 emissions from government operations by 20% by 2020 based on 2005 levels,2020.0,/city/ajax/canada,,,,,,1.0,,,,,,,,,,,
183,,,,2005.0,1.0,Food and Beverage Processing,Japan,,Company,Ajinomoto Co.Inc.,70,Reduce the amount of waste water intensity by 70% per unit of production from 2005 to 2016,2016.0,/company/ajinomoto-co-inc-,,,,,,,,,1.0,,,,,,,,
