name,country,commitments,submission,year,region,population,sectors,target
Ayamonte,Spain,2020,2017-07-31				,2012			,"",20334,Transport; Local electricity production; Public lighting; Others,20%
Aznalcázar,Spain,2020,2016-08-02				,2011			,"",3900,Transport; Local electricity production; Others; Industry; Local heat cold production; Municipal buildings equipment facilities; Residential buildings; Public lighting,27%
Azzanello,Italy,2020,2015-02-23				,2013			,"",744,Others; Local electricity production; Transport; Municipal buildings equipment facilities; Public lighting; Residential buildings; Industry; Tertiary buildings equipment facilities; Local heat cold production,25%
Azzano San Paolo,Italy,2020,2015-05-21				,2012			,"",7453,Residential buildings; Transport; Local heat cold production; Municipal buildings equipment facilities; Others; Local electricity production; Tertiary buildings equipment facilities; Public lighting,20%
Azzone ,Italy,2020,2015-11-15				,2013			,"",437,Transport; Local electricity production; Municipal buildings equipment facilities; Public lighting; Others; Residential buildings,26%
BIZZARONE,Italy,2020,2016-12-20				,2014			,"",1541,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting; Others,31%
BORDEAUX METROPOLE,France,2020,2015-10-13				,2013			,Gironde,720000,Transport; Others; Municipal buildings equipment facilities; Local electricity production; Local heat cold production; Industry; Residential buildings; Tertiary buildings equipment facilities,25%
BREGANZE,Italy,2020,2017-11-30				,2015			,Vicenza,8735,Tertiary buildings equipment facilities; Residential buildings; Public lighting; Transport; Local electricity production; Municipal buildings equipment facilities,28%
Baarle-Hertog,Belgium,2020,2017-02-16				,2015			,"",2592,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Industry; Others,20%
Badalona,Spain,2020,2015-12-04				,2011			,"",215329,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,20%
Badolatosa,Spain,2020,2016-08-02				,2012			,"",3238,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting; Local heat cold production; Others,23%
Bagnacavallo,Italy,2020;2030;ADAPT,2018-11-27				,2013			,"",16665,Others; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Local electricity production; Public lighting; Industry; Local heat cold production; Transport,30%
Bagnara di Romagna,Italy,2020,2018-11-27				,2013			,"",2330,Others; Local heat cold production; Industry; Public lighting; Residential buildings; Tertiary buildings equipment facilities; Municipal buildings equipment facilities; Local electricity production; Transport,30%
Bagnatica,Italy,2020,2015-05-22				,2012			,"",4119,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Industry; Others,26%
Bagnolo San Vito,Italy,2020,2014-12-09				,2012			,"",5548,Local heat cold production; Transport; Municipal buildings equipment facilities; Others; Local electricity production; Industry; Residential buildings; Public lighting; Tertiary buildings equipment facilities,35%
Bagolino,Italy,2020,2018-12-06				,2012			,Brescia,3919,Others; Local electricity production; Transport; Public lighting; Residential buildings; Tertiary buildings equipment facilities; Municipal buildings equipment facilities,29%
Bagà,Spain,2020,2015-12-11				,2012			,"",2362,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,20%
Bakhmut,Ukraine,2020,2019-04-04				,2016			,"",75400,Industry; Others; Transport; Local heat cold production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting,21%
Balanegra,Spain,2020,2018-10-16				,2011			,"",2544,Others; Municipal buildings equipment facilities; Residential buildings; Transport,24%
Balen,Belgium,2020,2017-01-23				,2015			,"",21570,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Industry; Others,20%
Balenyà,Spain,2020,2017-02-15				,2015			,"",3741,Municipal buildings equipment facilities; Residential buildings; Others; Public lighting; Transport; Local electricity production; Tertiary buildings equipment facilities,22%
Ballabio,Italy,2020,2015-06-23				,2012			,"",4071,Transport; Local electricity production; Residential buildings; Local heat cold production; Others; Public lighting; Municipal buildings equipment facilities,21%
Balmaseda,Spain,2020,2015-11-20				,2012			,"",7634,Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Others; Transport; Public lighting; Local electricity production; Residential buildings; Local heat cold production,29%
Balsareny,Spain,2020,2017-10-24				,2014			,"",3500,Transport; Local electricity production; Municipal buildings equipment facilities; Public lighting; Others; Residential buildings; Local heat cold production,25%
Balsorano,Italy,2020,2015-12-03				,2015			,L'Aquila,3617,Residential buildings; Local electricity production; Municipal buildings equipment facilities,21%
Banja Luka,Bosnia-herzegovina,2020,2017-02-20				,2010			,"",250000,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Local heat cold production; Others,20%
Banyeres de Mariola,Spain,2020;2030;ADAPT,2016-02-15				,2011			,Alicante / Alacant,7113,Residential buildings; Municipal buildings equipment facilities; Public lighting; Tertiary buildings equipment facilities; Others; Transport,20%
Baradili,Italy,2020,2016-03-14				,2013			,"",95,Local electricity production; Municipal buildings equipment facilities; Transport; Public lighting; Others,64%
Baranzate,Italy,2020,2015-11-12				,2012			,"",11400,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting,21%
Barbate,Spain,2020,2018-01-08				,2012			,Cádiz,22851,Municipal buildings equipment facilities; Others; Local electricity production; Transport; Public lighting,32%
Barbera del Valles,Spain,2020,2015-06-30				,2011			,"",31144,Municipal buildings equipment facilities; Residential buildings; Transport; Local heat cold production; Local electricity production; Public lighting; Others; Tertiary buildings equipment facilities,9%
Barcelona,Spain,2020;2030;ADAPT,2017-02-23				,2011			,"",1604555,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Industry; Local heat cold production; Others,23%
Bareggio,Italy,2020,2015-02-05				,2012			,"",15759,Municipal buildings equipment facilities; Transport; Public lighting; Local electricity production; Others,27%
Barete,Italy,2020,2015-12-03				,2015			,L'Aquila,695,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting,28%
Barisciano,Italy,2020,2015-12-03				,2015			,L'Aquila,1875,Local electricity production; Municipal buildings equipment facilities; Residential buildings,29%
Barlassina,Italy,2020,2015-09-02				,2012			,"",5927,Others; Transport; Public lighting; Residential buildings; Tertiary buildings equipment facilities; Municipal buildings equipment facilities,25%
Barrea,Italy,2020,2015-12-03				,2015			,L'Aquila,726,Local electricity production; Municipal buildings equipment facilities; Residential buildings,21%
Barreiro ,Portugal,2020;2030;ADAPT,2015-03-05				,2012			,"",77893,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Industry; Others,31%
Barzago ,Italy,2020,2015-11-13				,2013			,"",2566,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting; Local heat cold production; Others,20%
Basauri,Spain,2020,2015-11-12				,2012			,"",42657,Transport; Others; Residential buildings; Public lighting; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities,33%
Basiano,Italy,2020,2015-02-19				,2012			,"",2868,Others; Local electricity production; Municipal buildings equipment facilities; Transport; Tertiary buildings equipment facilities; Residential buildings; Local heat cold production; Public lighting,21%
Bassa Val Metauro Cesano,Italy,2020,2017-12-28				,2015			,"",11012,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting; Local heat cold production; Others,25%
Battipaglia e Montecorvino Pugliano,Italy,2020,2016-09-20				,2013			,"",61323,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Industry; Others,22%
Baveno,Italy,2020,2016-02-18				,2013			,"",4888,Municipal buildings equipment facilities; Local electricity production; Tertiary buildings equipment facilities; Transport; Residential buildings; Public lighting; Others,20%
Bayárcal,Spain,2020,2018-11-27				,2011			,"",303,Others; Local electricity production; Public lighting; Municipal buildings equipment facilities; Transport; Residential buildings,22%
Baza,Spain,2020,2018-09-27				,2011			,"",21407,Others; Local electricity production; Transport; Public lighting; Residential buildings; Municipal buildings equipment facilities,20%
Beas,Spain,2020,2017-07-26				,2011			,"",4293,Local electricity production; Municipal buildings equipment facilities; Public lighting; Others,20%
Beas de Granada,Spain,2020,2016-11-24				,2012			,"",1069,Others; Local electricity production; Transport; Residential buildings; Tertiary buildings equipment facilities; Municipal buildings equipment facilities; Public lighting,22%
