,organization,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,most_prevalent_topic,entity_type,coordinator,city,country,constituency
55,Asociación Coordinadora Latinoamericana y del Caribe de Pequeños Productores de Comercio Justo,4.935522611049237e-06,1.2124319255235605e-06,1.2373468507576035e-06,0.0018824593862518668,9.434737876290455e-06,1.784737037269224e-06,0.06728532910346985,5.701716509065591e-05,0.005340527277439833,0.25255194306373596,0.3406427502632141,5.0732146519294474e-06,0.0005898848176002502,0.15655100345611572,0.1220870241522789,0.049022991210222244,1.2026229114781017e-06,0.003964146599173546,11,Non-governmental organizations,Ms. Xiomara J. Paredes,San Salvador,El Salvador,Constituency - Business and Industry2
56,Asociación Cubana de Producción Animal,1.2726924069283996e-05,3.1264223707694327e-06,3.190668849128997e-06,0.004384727217257023,2.4328768631676212e-05,4.602190074365353e-06,0.18089300394058228,0.016631104052066803,0.03753257170319557,0.34029027819633484,7.019365148153156e-05,0.004160203039646149,0.025480179116129875,0.11011829972267151,0.08168491721153259,0.19863559305667877,3.1011286409921013e-06,6.786165613448247e-05,10,Non-governmental organizations,Sra. Lien Alfonso Pérez,La Habana,Cuba,Constituency - Environmental
57,Asociación Española de la Industria Eléctrica,3.915758952643955e-06,9.619226375434664e-07,9.81689709078637e-07,0.0386662594974041,0.03475034981966019,1.4159797956381226e-06,2.0304425561334938e-05,0.4952567219734192,0.026451773941516876,0.16086095571517944,2.159186806238722e-05,0.0010916119208559394,9.069177758647129e-05,0.04911664128303528,0.0621575228869915,0.07991623878479004,9.541404324409086e-07,0.051591139286756516,8,Non-governmental organizations,,Madrid,Spain,
58,Asociación Española del Gas,1.491805051045958e-05,3.6646817989094416e-06,3.7399893244582927e-06,0.0002604545443318784,0.0647306740283966,5.394524578150595e-06,7.736167754046619e-05,0.41569751501083374,0.030664464458823204,0.052636824548244476,8.225670899264514e-05,0.001280747470445931,0.026066960766911507,0.14207808673381805,0.07524044066667557,0.10382784903049469,3.6350334085000213e-06,0.08732501417398453,8,Non-governmental organizations,Ms. Naiara Ortiz de Mendíbil,Barcelona,Spain,Constituency - Business and Industry2
59,Asociación Interamericana para la Defensa del Ambiente,1.1210816410311963e-05,2.7539842903934186e-06,2.8105773708375636e-06,0.033081311732530594,2.1430580090964213e-05,4.053949396620737e-06,5.81365056859795e-05,0.020355938002467155,0.0009781853295862675,0.3178780972957611,6.18214180576615e-05,0.008476571179926395,0.10732486099004745,0.4790707528591156,0.03232109546661377,0.0002884977438952774,2.731703716563061e-06,5.978303306619637e-05,14,Non-governmental organizations,Sra. Florencia Ortúzar,Oakland,United States of America,Constituency - Environmental CAN
60,Asociación Interétnica de Desarrollo de la Selva Peruana,1.9768333004321903e-05,4.8561742005404085e-06,4.955966232955689e-06,0.04779559001326561,3.7789119232911617e-05,7.1484378167951945e-06,0.015860343351960182,0.0002296777965966612,0.0004432329733390361,0.6076819896697998,0.00010900473716901615,2.0319834220572375e-05,0.25331759452819824,0.014017400331795216,0.059813033789396286,0.000527088122908026,4.8168863031605724e-06,0.00010540444782236591,10,Non-governmental organizations,Mr. Roberto Alfonso Espinoza Llanos,Lima,Peru,Constituency - Indigenous peoples
61,Asociación La Ruta del Clima,2.9777920644846745e-05,7.315071798075223e-06,7.465393082384253e-06,0.10784507542848587,5.692342892871238e-05,1.0768010724859778e-05,0.00936480239033699,0.00034118679468519986,0.022267961874604225,0.3309861123561859,0.00016419620078522712,3.060866947635077e-05,0.0006294703925959766,0.22018910944461823,0.18654732406139374,0.1213558092713356,7.255890523083508e-06,0.00015878044359851629,10,Non-governmental organizations,Mr. Adrian Alberto Martinez Blanco,San José,Costa Rica,Constituency - Environmental
62,Asociación Proteger,1.0828999620571267e-05,2.6601892386679538e-06,2.7148548724653665e-06,0.06623610109090805,0.00839634332805872,3.915880370186642e-06,5.6156437494792044e-05,0.032050929963588715,0.06068943813443184,0.26065394282341003,5.971028804196976e-05,1.1131108294648584e-05,0.18480470776557922,0.18503597378730774,0.017729319632053375,0.09046144783496857,2.63866741079255e-06,0.09379205107688904,10,Non-governmental organizations,Sr. Juan H. Ortiz Burgos,Buenos Aires,Argentina,Constituency - Environmental
63,Asociación Regional de Empresas de Petróleo y Gas Natural en Latinoamérica y el Caribe,6.2340614022105e-06,1.531423322376213e-06,1.5628934306732845e-06,0.04063590243458748,1.191702267533401e-05,2.2543022168974858e-06,3.232777817174792e-05,0.29078128933906555,0.00014134091907180846,0.2391592562198639,0.0440937876701355,0.12662599980831146,0.003626316785812378,0.0519915372133255,0.021517233923077583,0.07100535184144974,1.5190336171144736e-06,0.1103646382689476,8,Non-governmental organizations,Sra. Irene Alfaro Barrios,Montevideo,Uruguay,Constituency - Business and Industry
64,Asociación Regional de Pueblos Indígenas de la Selva Central,1.143563804362202e-05,2.809212446663878e-06,2.8669405764958356e-06,0.13855676352977753,2.1860349079361185e-05,4.135247309022816e-06,0.01019045989960432,0.034114714711904526,0.0031105654779821634,0.541363000869751,6.306375144049525e-05,1.175467150460463e-05,0.031650643795728683,0.14484944939613342,0.000235639454331249,0.08036736398935318,2.7864850835612742e-06,0.015440691262483597,10,Non-governmental organizations,Sr. Lyndon Pishagua Chinchuya,Satipo,Peru,Constituency - Indigenous peoples
65,Asociación para la Investigación y Desarrollo Integral,1.3346440027817152e-05,3.2786090287117986e-06,3.3459830319770845e-06,0.020950783044099808,2.5513034415780567e-05,4.826213626074605e-06,0.30893537402153015,0.0001537955249659717,0.00027418028912507,0.4104562997817993,7.359534356510267e-05,1.3718781701754779e-05,0.00026887591229751706,0.03045678324997425,0.1970457285642624,0.031246120110154152,3.252084070481942e-06,7.116306369425729e-05,10,Non-governmental organizations,Mr. Jaime Nalvarte Armas,Lima,Peru,Constituency - Environmental
66,Assembly of First Nations,4.200125204079086e-06,1.0317784244762152e-06,1.0529810197112965e-06,0.6007195711135864,8.028952834138181e-06,1.5188095403573243e-06,2.17800225073006e-05,0.03547512739896774,0.02117237262427807,0.09187715500593185,2.316361860721372e-05,4.317300863476703e-06,0.10012173652648926,0.12865233421325684,0.00019002697081305087,0.02170323021709919,1.0234309684165055e-06,2.2396070562535897e-05,4,Non-governmental organizations,Ms. Regina Toulouse,Ottawa,Canada,Constituency - Indigenous peoples
67,Assemblée des Régions d’Europe,4.016216280433582e-06,9.866004120340222e-07,1.0068746405522688e-06,0.002834282349795103,7.677393114136066e-06,1.4523061508953106e-06,2.0827028492931277e-05,4.6130542614264414e-05,0.019772445783019066,0.02792986109852791,0.009651623666286469,4.128261480218498e-06,0.3253658711910248,0.10982213914394379,0.0848570242524147,0.4196581542491913,9.786185728444252e-07,2.141437289537862e-05,16,Non-governmental organizations,Ms. Vania Freitas,Brussels,Belgium,Constituency - Local government and Municipal authorities
68,Association Actions Vitales Pour Le Développement Durable,6.609712272620527e-06,1.6237037243627128e-06,1.657070015426143e-06,0.10710237920284271,1.2635116945602931e-05,2.3901418444438605e-06,0.0023585744202136993,0.03266005218029022,0.013072123751044273,0.1980736255645752,0.08286712318658829,6.7941114139102865e-06,0.007620863150805235,0.24962681531906128,0.03814806789159775,0.2279013842344284,1.6105674376376555e-06,0.04053563252091408,14,Non-governmental organizations,Mr. Jean Paul Brice Affana Affana,Yaounde,Cameroon,Constituency - Youth
69,Association Climate-KIC,4.2633269003999885e-06,1.0473041811565054e-06,1.0688257816582336e-06,7.430340338032693e-05,8.149769200826995e-06,0.0004919164348393679,0.001011728192679584,0.03406843543052673,0.04793268442153931,4.431311026564799e-05,2.3512300685979426e-05,4.382266070024343e-06,0.053744472563266754,0.28466013073921204,0.44880640506744385,0.10259462147951126,1.038831214827951e-06,0.026527516543865204,15,Non-governmental organizations,Ms. Julia Franchi Scarselli,London,United Kingdom of Great Britain and Northern Ireland,Constituency - Business and Industry
70,Association Femmes Bladi pour le Développement et le Tourisme,7.733035090495832e-06,1.8996526023329352e-06,1.9386895928619197e-06,0.04458194226026535,0.0029207528568804264,2.7963469619862735e-06,4.0099359466694295e-05,0.030357180163264275,0.014748156070709229,0.09339356422424316,4.26485639763996e-05,7.948772690724581e-06,0.005485201720148325,0.10696028918027878,0.0014582639560103416,0.690108597278595,1.8842838471755385e-06,0.009879096411168575,16,Non-governmental organizations,Ms. Samia El Baouchi,Sefrou,Morocco,Constituency - Environmental
71,Association Française des Entreprises pour l’Environnement,7.022405497991713e-06,1.725083507153613e-06,1.760533109518292e-06,0.006628122180700302,0.006780105177313089,2.5393758278369205e-06,3.6414956412045285e-05,0.050568971782922745,0.0024042194709181786,0.023276174440979958,3.872130764648318e-05,7.218317932711216e-06,0.007198513951152563,0.22038564085960388,0.2935565412044525,0.30401504039764404,1.7111269698943943e-06,0.08508960902690887,16,Non-governmental organizations,Mr. David Laurent,Paris,France,Constituency - Environmental
72,Association Marocaine pour la Protection des Aires Marines et Développement Durable,9.723044058773667e-06,2.3885065729700727e-06,2.4375892735406524e-06,0.039565443992614746,1.85865555977216e-05,3.5159550861862954e-06,0.037922658026218414,0.05227138102054596,0.00022548154811374843,0.013894163072109222,0.015534264035522938,9.994299034588039e-06,0.0002507174795027822,0.27214375138282776,0.1994977593421936,0.3685935437679291,2.3691827664151788e-06,5.184645488043316e-05,16,Non-governmental organizations,Mr. Abdechahid Loukili,Berrechid,Morocco,Constituency - Environmental
73,Association des Distributeurs Conditionneurs Récupérateurs Retraiteurs de Réfrigérants,9.340562428405974e-06,2.294548494319315e-06,2.3417003376380308e-06,0.02170594222843647,0.006490862462669611,3.3776459531509317e-06,0.006469115614891052,0.4206695556640625,0.008352662436664104,9.66082006925717e-05,5.150290235178545e-05,9.601147212379146e-06,0.00019815615087281913,0.10728606581687927,0.10104595124721527,0.32510289549827576,2.275984797961428e-06,0.0025014285929501057,8,Non-governmental organizations,Mr. Laurent Guégan,Puteaux,France,Constituency - Business and Industry2
74,Association des Enseignants des Sciences de la Vie et de la Terre,2.381304329901468e-05,5.849774424859788e-06,5.969984613329871e-06,0.00040208513382822275,4.552098107524216e-05,8.61104763316689e-06,0.0035411552526056767,0.0002704806684050709,0.054186344146728516,0.1016913577914238,0.00013134186156094074,2.4477383703924716e-05,0.0005605652113445103,0.1149330586194992,0.024165919050574303,0.6998707056045532,5.802447958558332e-06,0.00012698391219601035,16,Non-governmental organizations,Mr. Mohamed Chaouki,Casablanca,Morocco,Constituency - Environmental
75,Association des Femmes Peules et Peuples Autochtones du Tchad,8.16761894384399e-06,2.0064098862349056e-06,2.047640691671404e-06,0.007560383062809706,0.1195908933877945,2.953497187263565e-06,0.07007695734500885,0.0007146790158003569,0.00017164141172543168,0.19880466163158417,0.02924094907939434,8.395480108447373e-06,0.015043029561638832,0.08645423501729965,0.21770823001861572,0.25456520915031433,1.990177452171338e-06,4.3546519009396434e-05,16,Non-governmental organizations,Ms. Hindou Oumarou Ibrahim,N'Djamena,Chad,Constituency - Indigenous peoples
76,Association des Scientifiques Environnementalistes pour un Développement Intégré,4.972893748345086e-06,1.2216122513564187e-06,1.246715783054242e-06,0.017973847687244415,9.506175956630614e-06,1.7982508779823547e-06,0.016403691843152046,0.005966871976852417,0.017072781920433044,0.18782304227352142,0.0030832740012556314,5.11162852490088e-06,0.0013327925698831677,0.39552798867225647,0.058666475117206573,0.29609766602516174,1.2117289998059277e-06,2.6514037017477676e-05,14,Non-governmental organizations,Mr. Mohamed-Awali Ouro-Djeri Djobo,Lome,Togo,Constituency - Environmental
77,Association du Gharb pour la Protection de l’Environnement,4.934899152431171e-06,1.2122786756663118e-06,1.2371905313557363e-06,0.016349785029888153,9.433545528736431e-06,1.784511596270022e-06,0.05251854658126831,0.07250919938087463,0.015611321665346622,0.0857936218380928,2.7213383873458952e-05,5.072573912912048e-06,0.00010365511116106063,0.07162688672542572,0.0007263610605150461,0.6711635589599609,1.2024710258629057e-06,0.013544943183660507,16,Non-governmental organizations,Mr. Mohammed Benyakhlef,Kenitra,Morocco,Constituency - Environmental
78,Association of American Geographers,5.610104835795937e-06,1.3781458392259083e-06,1.4064661399970646e-06,0.43912142515182495,1.0724267667683307e-05,2.028672952292254e-06,2.9092243494233117e-05,0.022533778101205826,0.09148077666759491,0.00543932244181633,3.093777195317671e-05,5.766616595792584e-06,0.00017374522576574236,0.344625324010849,0.0033465875312685966,0.06362222135066986,1.3669962299900362e-06,0.02956850826740265,4,Non-governmental organizations,Ms. Candida Livia Mannozzi,Washington,United States of America,Constituency - Research and independent
79,Association of Overseas Countries and Territories of the European Union,0.012363981455564499,1.5393414969366859e-06,1.5709741774116992e-06,0.034281857311725616,0.003804817097261548,2.265958073621732e-06,3.24913598888088e-05,0.02571667917072773,0.00013956516340840608,0.016947025433182716,0.24198617041110992,6.441111963795265e-06,0.27341559529304504,0.006977518554776907,0.003358106594532728,0.3419075906276703,1.5268876722984714e-06,0.039055224508047104,16,Non-governmental organizations,Mr. Nicolas Ferellec,Brussels,Belgium,Constituency - Local government and Municipal authorities
80,Association of Sustainable Ecological Engineering Development,2.9928191906947177e-06,7.351986255343945e-07,7.503065830860578e-07,0.008141753263771534,5.721068646380445e-06,1.0822350304806605e-06,0.02771209366619587,0.07493794709444046,0.2339099496603012,0.0012386867310851812,1.650365265959408e-05,3.0763133054279024e-06,0.0009469299111515284,0.274132639169693,0.10373066365718842,0.27065303921699524,7.292506438716373e-07,0.004564701579511166,14,Non-governmental organizations,Mr. JuiWen Chen,New Taipei City,China,Constituency - Environmental
81,Ateneo de Manila University,6.155724349810043e-06,1.512179551355075e-06,1.543254143143713e-06,0.0250720027834177,1.1767273463192396e-05,2.2259748675423907e-06,3.191946598235518e-05,7.128350989660248e-05,0.8247618079185486,0.01719978265464306,0.010167756117880344,6.327457867882913e-06,0.038074295967817307,0.007350304163992405,0.00013124877295922488,0.07707574218511581,1.4999454833741765e-06,3.282188845332712e-05,9,Non-governmental organizations,Mr. Antonio Gabriel La Viña,Quezon City,Philippines,Constituency - Research and independent
82,Australian Conservation Foundation,1.5974070265656337e-05,3.92409765481716e-06,4.0047357288131025e-06,0.2311345487833023,3.053600812563673e-05,5.7763922995945904e-06,0.04761772230267525,0.09460774064064026,0.008204469457268715,0.00016635596693959087,8.80919978953898e-05,0.017181893810629845,0.00033908014302141964,0.5698001384735107,0.000617192592471838,0.030093412846326828,3.8923503780097235e-06,8.517998503521085e-05,14,Non-governmental organizations,Ms. Kelly-Ann O'Shanassy,Carlton,Australia,Constituency - Environmental CAN
83,Australian Industry Greenhouse Network,9.245658475265373e-06,2.2712349618814187e-06,2.3179077288659755e-06,0.052543967962265015,1.767398680385668e-05,3.343327534821583e-06,4.793949847226031e-05,0.20355434715747833,0.011349824257194996,9.543263877276331e-05,5.0980757805518806e-05,0.15955956280231476,0.19159024953842163,0.2622483968734741,0.0623723641037941,0.00022049898689147085,2.252859758300474e-06,0.056329336017370224,14,Non-governmental organizations,Ms. Susan Smith,Kingston,Australia,Constituency - Business and Industry
