,name,entity_type,constituency,coordinator,city,country,remarks,const
807,The Royal Society,Non-governmental organizations,Constituency - Research and independent,Ms. Elizabeth Surkovic,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
808,The Stanley Foundation,Non-governmental organizations,Constituency - Research and independent,Mr. Huan-Rei Ulysses Tang,Muscatine,United States of America,,RINGO
809,The State University of New York,Non-governmental organizations,Constituency - Research and independent,Mr. Mark Lichtenstein,Albany,United States of America,,RINGO
810,The University of Arizona,Non-governmental organizations,Constituency - Research and independent,Ms. Diana Liverman,Tucson,United States of America,,RINGO
811,The University of British Columbia,Non-governmental organizations,Constituency - Research and independent,Ms. Emily MacDougall,Vancouver,Canada,,RINGO
812,The University of Manchester,Non-governmental organizations,Constituency - Research and independent,Ms. Amrita Sidhu,Manchester,United Kingdom of Great Britain and Northern Ireland,,RINGO
813,The University of Sheffield,Non-governmental organizations,Constituency - Research and independent,Mr. Mark Andrew Sinclair,Sheffield,United Kingdom of Great Britain and Northern Ireland,,RINGO
814,The Woods Hole Research Center,Non-governmental organizations,Constituency - Environmental CAN,Ms. Eunice Youmans,Falmouth,United States of America,,ENGO
815,TheCompensators,Non-governmental organizations,Constituency - Environmental,Ms. Antonella Battaglini,Berlin,Germany,,ENGO
816,Third Generation Environmentalism,Non-governmental organizations,Constituency - Environmental CAN,Ms. Camilla Born,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
817,Third World Network,Non-governmental organizations,Constituency - Environmental CJN,Ms. Yoke Ling Chee,Penang,Malaysia,,ENGO
818,Tianda Institute,Non-governmental organizations,Constituency - Research and independent,Ms. Dongmei Jiang,Hong Kong,China,,RINGO
819,Transparency International,Non-governmental organizations,Constituency - Research and independent,Mr. Brice Antoine Boehmer,Berlin,Germany,,RINGO
820,Transport Research Foundation,Non-governmental organizations,Constituency - Research and independent,Mr. Georgios Voukas,Berkshire,United Kingdom of Great Britain and Northern Ireland,,RINGO
821,Tropical Forest Group,Non-governmental organizations,,,San Diego,United States of America,completed manually,not yet affiliated/no data
822,Trustees of Tufts College,Non-governmental organizations,Constituency - Research and independent,Ms. Nitsan Shakked,Somerville,United States of America,,RINGO
823,"Tsinghua University, Global Climate Change Institute",Non-governmental organizations,Constituency - Business and Industry,Mr. Xiliang Zhang,Beijing,China,,BINGO
824,"Turkish Foundation for Combating Soil Erosion, for Reforestation and the Protection of the Natural Habitats",Non-governmental organizations,Constituency - Environmental CAN,Mr. Ozgul Erdemli Mutu,Istanbul,Turkey,,ENGO
825,U.S. Climate Action Network,Non-governmental organizations,Constituency - Environmental CAN,Ms. Carrie Clayton,Washington,United States of America,,ENGO
826,U.S. Green Building Council,Non-governmental organizations,Constituency - Environmental CAN,Ms. Elizabeth Beardsley,Washington,United States of America,,ENGO
827,UiT The Arctic University of Norway,Non-governmental organizations,Constituency - Research and independent,,Tromso,Norway,,RINGO
828,UNEP - Finance Initiative,Non-governmental organizations,Constituency - ENGO,Mr. Kai-Remco Fischer,Geneva,Switzerland,,ENGO
829,UNICA - Brazilian Sugarcane Industry Association,Non-governmental organizations,Constituency - Business and Industry,Mr. Eduardo Luis Leão de Sousa,Sao Paulo,Brazil,,BINGO
830,Unión de Industriales para Saneamiento Cuencas Matanza Riachuelo y Reconquista,Non-governmental organizations,Constituency - Business and Industry,Mr. Mariano Villares,Buenos Aires,Argentina,,BINGO
831,Unión Industrial Argentina,Non-governmental organizations,Constituency - Business and Industry,Ms. Cecilia Hiriart,Buenos Aires,Argentina,,BINGO
832,Union of Concerned Scientists,Non-governmental organizations,Constituency - Environmental CAN,Ms. Rachel Cleetus,Cambridge,United States of America,,ENGO
833,"Union of Public Organizations ""Russian Environmental Congress""",Non-governmental organizations,Constituency - ENGO,Mr. Anton Galenovich,Moscow,Russian Federation,,ENGO
834,Unitarian Universalist Association,Non-governmental organizations,Constituency - Research and independent,Mr. Bruce Knotts,New York,United States of America,,RINGO
835,United Church of Canada,Non-governmental organizations,Constituency - Environmental CAN,Ms. Lorraine Yvette Neale,Etobicoke,Canada,,ENGO
836,United Cities and Local Governments,Non-governmental organizations,Constituency - Local government and Municipal authorities,Ms. Emilia Sáiz Carrancedo,Barcelona,Spain,,LGMA
837,United Kingdom Youth Climate Coalition Limited,Non-governmental organizations,Constituency - Youth,Ms. Sarah Dobson,Forest Row,United Kingdom of Great Britain and Northern Ireland,,Youth
838,United Methodist Church - General Board of Church and Society,Non-governmental organizations,Constituency - ENGO,Mr. Liberato Bautista,New York,United States of America,,ENGO
839,United Mine Workers of America,Non-governmental organizations,Constituency - Trade Unions,Mr. Eugene Marc Trisko,Triangle,United States of America,,TUNGO
840,United Nations Foundation,Non-governmental organizations,Constituency - Environmental,Mr. Ryan Hobert,Washington,United States of America,,ENGO
841,United Nations of Youth Network,Non-governmental organizations,Constituency - Youth,Mr. Goodluck Odimegwu Obi,Lagos,Nigeria,,Youth
842,Universidad Politécnica de Cataluña,Non-governmental organizations,Constituency - Research and independent,Ms. Olga Alcaraz Sendra,Barcelona,Spain,,RINGO
843,Université Cadi Ayyad de Marrakech,Non-governmental organizations,Constituency - Research and independent,Mme Fatima Arib,Marrakech,Morocco,,RINGO
844,Université de Montréal,Non-governmental organizations,Constituency - Research and independent,Mr. Frederic Merand,Montreal,Canada,,RINGO
845,Université Laval,Non-governmental organizations,Constituency - Research and independent,Ms. Liliana Diaz,Québec,Canada,,RINGO
846,Université Libre de Bruxelles,Non-governmental organizations,Constituency - Research and independent,Mr. Edwin Zaccaï,Bruxelles,Belgium,,RINGO
847,Université Mohammed V de Rabat,Non-governmental organizations,Constituency - ENGO,Mme Ghita Amine Benabdallah,Rabat,Morocco,,ENGO
848,"University College Cork - National University of Ireland, Cork",Non-governmental organizations,Constituency - Research and independent,Mr. Brian O Gallachoir,Cork,Ireland,,RINGO
849,University College London,Non-governmental organizations,Constituency - Research and independent,Mr. Mark Maslin,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
850,"University Luigi Bocconi, Institute of Energy and Environment Economics and Policy",Non-governmental organizations,Constituency - Research and independent,Mr. Edoardo Croci,Milan,Italy,,RINGO
851,University of Zurich,Non-governmental organizations,Constituency - Research and independent,Ms. Anna Katharina Michaelowa,Zurich,Switzerland,,RINGO
852,University of Adelaide,Non-governmental organizations,Constituency - Research and independent,Mr. Manuel Solis,Adelaide,Australia,,RINGO
853,University of Antwerp,Non-governmental organizations,Constituency - Research and independent,Mr. Kristof Geeraerts,Antwerpen,Belgium,,RINGO
854,University of Bayreuth,Non-governmental organizations,Constituency - Research and independent,Ms. Anja Jaeschke,Bayreuth,Germany,,RINGO
855,University of California,Non-governmental organizations,Constituency - Research and independent,Mr. Robert Monroe,San Diego,United States of America,,RINGO
856,University of Cambridge,Non-governmental organizations,Constituency - Business and Industry,Mr. Eliot Whittington,Cambridge,United Kingdom of Great Britain and Northern Ireland,,BINGO
857,University of Cape Town,Non-governmental organizations,Constituency - Research and independent,Mr. Mark New,Rondebosch,South Africa,,RINGO
858,University of Cologne,Non-governmental organizations,Constituency - Research and independent,Mr. Ingo Trempeck,Cologne,Germany,,RINGO
859,University of Colorado at Boulder,Non-governmental organizations,Constituency - Research and independent,Mr. James William Carl White,Boulder,United States of America,,RINGO
860,University of Copenhagen,Non-governmental organizations,Constituency - Research and independent,Ms. Annette Kathe Jeholm,Copenhagen,Denmark,,RINGO
861,University of East Anglia,Non-governmental organizations,Constituency - Research and independent,Mr. Asher Minns,Norwich,United Kingdom of Great Britain and Northern Ireland,,RINGO
862,University of Eastern Finland,Non-governmental organizations,Constituency - Research and independent,Ms. Kati Kulovesi,Kuopio,Finland,,RINGO
863,University of Edinburgh,Non-governmental organizations,Constituency - Research and independent,Mr. Eladio Figueroa Cabrera,Edinburgh,United Kingdom of Great Britain and Northern Ireland,,RINGO
864,University of Exeter,Non-governmental organizations,Constituency - Research and independent,Mr. Alexander Huke,Exeter,United Kingdom of Great Britain and Northern Ireland,,RINGO
865,"University of Freiburg, Institute of Forest and Environmental Policy",Non-governmental organizations,Constituency - Research and independent,Ms. Sabine Reinecke,Freiburg i.Br.,Germany,,RINGO
866,University of Genoa,Non-governmental organizations,Constituency - Research and independent,Ms. Adriana Del Borghi,Genova,Italy,,RINGO
867,University of Gothenburg,Non-governmental organizations,Constituency - Business and Industry,Mr. Karl Eriksson,Göteborg,Sweden,,BINGO
868,University of Hamburg,Non-governmental organizations,Constituency - Research and independent,Mr. Stefan Cihan Aykut,Hamburg,Germany,,RINGO
869,University of Hawaii,Non-governmental organizations,Constituency - Youth,Mr. Matthew Kamakani Lynch,Honolulu,United States of America,,Youth
870,University of Heidelberg,Non-governmental organizations,Constituency - Research and independent,Ms. Sanam Noreen Vardag,Heidelberg,Germany,,RINGO
871,University of Iceland,Non-governmental organizations,Constituency - Research and independent,Ms. Brynhildur Davíðsdóttir,Reykjavik,Iceland,,RINGO
872,University of Lapland,Non-governmental organizations,Constituency - Research and independent,Mr. Timo Koivurova,Rovaniemi,Finland,,RINGO
873,University of Leeds,Non-governmental organizations,Constituency - Research and independent,Ms. Shona Cowan Smith,Leeds,United Kingdom of Great Britain and Northern Ireland,,RINGO
874,University of Leuven,Non-governmental organizations,Constituency - Research and independent,Ms. Katja Biedenkopf,Leuven,Belgium,,RINGO
875,University of Linköping,Non-governmental organizations,Constituency - Research and independent,Mr. Mathias Fridahl,Norrkoping,Sweden,,RINGO
876,"University of Maastricht, Institute for Transnational Legal Research",Non-governmental organizations,Constituency - Research and independent,Ms. Marjan Peeters,Maastricht,Netherlands,,RINGO
877,University of Maryland,Non-governmental organizations,Constituency - Research and independent,Ms. Shannon Kathleen Kennedy,College Park,United States of America,,RINGO
878,University of Melbourne,Non-governmental organizations,Constituency - Research and independent,Ms. Robyn Eckersley,Melbourne,Australia,,RINGO
879,University of Michigan,Non-governmental organizations,Constituency - Research and independent,Mr. Jose Alfaro,Ann Arbor,United States of America,,RINGO
880,University of Minnesota,Non-governmental organizations,Constituency - Research and independent,Ms. Elizabeth Mercer-Taylor,Minneapolis,United States of America,,RINGO
881,University of Modena and Reggio Emilia,Non-governmental organizations,Constituency - Research and independent,Ms. Barbara Rebecchi,Modena,Italy,,RINGO
882,University of Nijmegen,Non-governmental organizations,Constituency - Research and independent,Ms. Carlijn Hendriks,Nijmegen,Netherlands,,RINGO
883,University of North Carolina,Non-governmental organizations,Constituency - Youth,Ms. Angel Hsu,Chapel Hill,United States of America,,Youth
884,University of Notre Dame du Lac,Non-governmental organizations,Constituency - Research and independent,Mr. Patrick Michael Regan,South Bend,United States of America,,RINGO
885,University of Oslo,Non-governmental organizations,Constituency - Research and independent,Ms. Christina Voigt,Oslo,Norway,,RINGO
886,University of Oxford,Non-governmental organizations,Constituency - Research and independent,Ms. Anne Loreto Ryan,Oxford,United Kingdom of Great Britain and Northern Ireland,,RINGO
887,University of Potsdam,Non-governmental organizations,Constituency - Research and independent,Mr. Harald Fuhr,Potsdam,Germany,,RINGO
888,University of Reading,Non-governmental organizations,Constituency - Research and independent,Ms. Rosalind Cornforth,Reading,United Kingdom of Great Britain and Northern Ireland,,RINGO
889,University of Regina,Non-governmental organizations,Constituency - Research and independent,Ms. Jocelyn Crivea,Regina,Canada,,RINGO
890,University of Sussex - Sussex Energy Group,Non-governmental organizations,Constituency - Environmental,Mr. Rob Byrne,Brighton,United Kingdom of Great Britain and Northern Ireland,,ENGO
891,University of Technology Malaysia,Non-governmental organizations,Constituency - Research and independent,Mr. Mohd Ismail Abd Aziz,Johor,Malaysia,,RINGO
892,University of Texas at Austin,Non-governmental organizations,Constituency - Research and independent,Ms. Katherine Duncker Romanak,Austin,United States of America,,RINGO
893,University of the Sunshine Coast,Non-governmental organizations,Constituency - Research and independent,Ms. Eva-Marie Seeto,Sippy Downs,Australia,,RINGO
894,University of Toronto,Non-governmental organizations,Constituency - Research and independent,Mr. Matthew Hoffmann,Toronto,Canada,,RINGO
895,University of Twente,Non-governmental organizations,Constituency - ENGO,Ms. Diana Reckien,Enschede,Netherlands,,ENGO
896,University of Vermont,Non-governmental organizations,Constituency - Research and independent,Ms. Bettine Gioia Thompson,Burlington,United States of America,,RINGO
897,University of Washington,Non-governmental organizations,Constituency - Research and independent,Mr. Jeffrey Milner Riedinger,Seattle,United States of America,,RINGO
898,Uppsala University,Non-governmental organizations,Constituency - Research and independent,Ms. Carmen Rosa Medina Llanos,Uppsala,Sweden,,RINGO
899,Vasudha Foundation,Non-governmental organizations,Constituency - Environmental CAN,Mr. Srinivas Krishnaswamy,New Delhi,India,,ENGO
900,Verband Entwicklungspolitik Deutscher Nichtregierungs Organisationen,Non-governmental organizations,,Ms. Anke Kurat,Bonn,Germany,,not yet affiliated/no data
901,Verified Carbon Standard Association,Non-governmental organizations,,Mr. David Antonioli,Washington DC,United States of America,completed manually,not yet affiliated/no data
902,Vermont Law School,Non-governmental organizations,Constituency - Research and independent,Ms. Sarah Marie Mooney Reiter,South Royalton,United States of America,,RINGO
903,Victoria University Wellington,Non-governmental organizations,Constituency - Research and independent,Mr. Jonathan George Boston,Wellington,New Zealand,,RINGO
904,Vikalp,Non-governmental organizations,Constituency - Indigenous peoples,Mr. Himanshu Banker,,India,,IPO
905,Village Reconstruction and Development Project,Non-governmental organizations,Constituency - Environmental,Mr. Renganathan Arumugam,Salem,India,,ENGO
906,Viracao Educommunication,Non-governmental organizations,Constituency - Youth,Mr. Rafael Alves da Silva,Sao Paulo,Brazil,,Youth
907,Virginia Polytechnic Institute and State University,Non-governmental organizations,Constituency - Environmental,Ms. Chelsey Watts,Blacksburg,United States of America,,ENGO
908,Wageningen University,Non-governmental organizations,Constituency - Research and independent,Mr. Martin Herold,Wageningen,Netherlands,,RINGO
909,Washington University,Non-governmental organizations,Constituency - ENGO,Ms. Meghan Chapple,Washington,United States of America,,ENGO
910,WaterAid,Non-governmental organizations,Constituency - Local government and Municipal authorities,Mr. Jonathan Joseph Farr,London,United Kingdom of Great Britain and Northern Ireland,,LGMA
911,Watershed Organisation Trust,Non-governmental organizations,Constituency - Environmental CAN,Mr. Crispino Lobo,Pune,India,,ENGO
912,WeForest asbl,Non-governmental organizations,Constituency - Environmental,Ms. Marie-Noëlle Keijzer Van Deeven,Overijse,Belgium,,ENGO
913,Welfare,Non-governmental organizations,Constituency - Environmental,Ms. Hongyu Guo,Beijing,China,,ENGO
914,Welthungerhilfe,Non-governmental organizations,Constituency - Environmental CAN,Mr. Michael Kuehn,Bonn,Germany,,ENGO
915,Wetlands International,Non-governmental organizations,Constituency - Environmental CAN,Ms. Leorita Appulo,Wageningen,Netherlands,,ENGO
916,Wildlife Conservation Society,Non-governmental organizations,Constituency - Environmental,Mr. Todd Stevens,Bronx,United States of America,,ENGO
917,Winrock International,Non-governmental organizations,Constituency - Environmental CAN,Ms. Mary Grady,Little Rock,United States of America,,ENGO
918,Women Environmental Programme,Non-governmental organizations,Constituency - Women and Gender,Ms. Priscilla Mbarumun Achakpa,Abuja,Nigeria,,Women and Gender
919,Women in Europe for a Common Future,Non-governmental organizations,,,Utrecht,Netherlands,completed manually; renamed Women Engage for a Common Future (WECF),not yet affiliated/no data
920,Women Organizing for Change in Agriculture and Natural Resource Management,Non-governmental organizations,Constituency - Women and Gender,Ms. Jeannette Gurung,Washington,United States of America,,Women and Gender
921,Women's Earth and Climate Caucus,Non-governmental organizations,,,San Francisco,United States of America,completed manually,not yet affiliated/no data
922,Women's Environment and Development Organization,Non-governmental organizations,Constituency - Women and Gender,Ms. Bridget Burns,New York,United States of America,,Women and Gender
923,Women's International League for Peace and Freedom,Non-governmental organizations,Constituency - Environmental,Ms. Line Favre,Geneva,Switzerland,,ENGO
924,World Alliance of Young Men's Christian Associations,Non-governmental organizations,Constituency - Youth,Mr. Razvan Sassu,Vernier,Switzerland,,Youth
925,World Bioenergy Association,Non-governmental organizations,Constituency - Business and Industry,Mr. Bhardwaj Kummamuru Venkata,Stockholm,Sweden,,BINGO
926,World Business Council for Sustainable Development,Non-governmental organizations,Constituency - Business and Industry,Mr. Karl Vella,Geneva,Switzerland,,BINGO
927,World Coal Association,Non-governmental organizations,Constituency - Business and Industry,Mr. Liam McHugh,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
928,World Council of Churches,Non-governmental organizations,Constituency - Environmental CAN,Mr. Per Henrik Gunnar Grape,Geneva 2,Switzerland,,ENGO
929,World Economic Forum,Non-governmental organizations,Constituency - Business and Industry,Ms. Kija Kummer-Brown,Cologny,Switzerland,,BINGO
930,World Energy Council,Non-governmental organizations,Constituency - Business and Industry,Ms. Sandra Winkler,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
931,World Farmers' Organisation,Non-governmental organizations,Constituency - Farmers,Ms. Ceris Jones,Rome,Italy,,Farmers
932,World Federation of Engineering Organizations,Non-governmental organizations,Constituency - ENGO,Mr. Davide Stronati,Paris,France,,ENGO
933,World Future Council,Non-governmental organizations,Constituency - Research and independent,Ms. Anna Sophie Skowron,Hamburg,Germany,,RINGO
934,"World Green Building Council, Inc.",Non-governmental organizations,Constituency - Business and Industry,Ms. Maria Cristina Gamboa,Toronto,Canada,,BINGO
935,World Medical Association,Non-governmental organizations,Constituency - Research and independent,Ms. Clarisse Delorme,Ferney-Voltair,France,,RINGO
936,World Nuclear Association,Non-governmental organizations,Constituency - Business and Industry,Mr. Jonathan Cobb,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
937,World Ocean Network,Non-governmental organizations,Constituency - Environmental,Mr. Manuel Cira,Boulogne-sur Mer,France,,ENGO
938,World Organization of the Scout Movement,Non-governmental organizations,Constituency - Youth,Ms. Annie Weaver,"Brickfields, Kuala Lumpur",Switzerland,,Youth
939,World Resources Institute,Non-governmental organizations,Constituency - Environmental CAN,Mr. Timothy Constien,Washington,United States of America,,ENGO
940,World Steel Association,Non-governmental organizations,Constituency - Business and Industry,Ms. Åsa Ekdahl,Brussels,Belgium,,BINGO
941,World Vision International,Non-governmental organizations,Constituency - Research and independent,Ms. Angeline Munzara Chawira,Monrovia,United States of America,,RINGO
942,World Water Council,Non-governmental organizations,Constituency - Environmental,Ms. Chiara Christina Colombo,Marseille,France,,ENGO
943,World Wind Energy Association,Non-governmental organizations,Constituency - Business and Industry,Mr. Stefan Gsänger,Bonn,Germany,,BINGO
944,World Young Women's Christian Association,Non-governmental organizations,Constituency - Women and Gender,Ms. Caroline von Kimakowitz Vieira,Geneva,Switzerland,,Women and Gender
945,"Wuppertal Institute for Climate, Environment and Energy",Non-governmental organizations,Constituency - Environmental CAN,Mr. Nicolas Kreibich,Wuppertal,Germany,,ENGO
946,WWF,Non-governmental organizations,Constituency - Environmental CAN,Mr. Mark Lutes,Gland,Switzerland,,ENGO
947,Xiamen University,Non-governmental organizations,Constituency - Research and independent,Mr. Boqiang Lin,Xiamen,China,,RINGO
948,Yale University,Non-governmental organizations,Constituency - ENGO,Mr. Donald Filer,New Haven,United States of America,,ENGO
949,York University,Non-governmental organizations,Constituency - Research and independent,Mr. Richard Bryce Rudyk,New York,United States of America,,RINGO
950,Young Energy Specialists - Development Cooperation,Non-governmental organizations,Constituency - Youth,Mr. Yanniek Cornelis Machiel Huisman,Utrecht,Netherlands,,Youth
951,Young European Leadership,Non-governmental organizations,Constituency - Youth,Mr. Tillmann Heidelk,Brussels,Belgium,,Youth
952,Youth Action Environmental Network Lower Saxony,Non-governmental organizations,Constituency - Youth,Mr. Matthias Paul Nettlau,Hannover,Germany,,Youth
