,name,entity_type,constituency,coordinator,city,country,remarks,const
194,Canadian Federation of Agriculture,Non-governmental organizations,Constituency - Farmers,Mr. Greg Warren Northey,Ottawa,Canada,,Farmers
195,Canadian Foodgrains Bank Association Inc.,Non-governmental organizations,Constituency - Farmers,Ms. Adella Mueni Mutinda,Winnipeg,Canada,,Farmers
196,Canadian Hydrogen and Fuel Cell Association,Non-governmental organizations,Constituency - Business and Industry,Mr. Nicolas Hilario,Vancouver,Canada,,BINGO
197,Canadian Nuclear Association,Non-governmental organizations,Constituency - Business and Industry,Ms. Jessica Clifford,Ottawa,Canada,,BINGO
198,Canterbury Climate Action Partnership,Non-governmental organizations,Constituency - Local government and Municipal authorities,Mr. Carl Wright,Hoath-Canterbury,United Kingdom of Great Britain and Northern Ireland,,LGMA
199,Carbon Capture and Storage Association,Non-governmental organizations,Constituency - Business and Industry,Ms. Judith Shapiro-Kønigshøfer,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
200,Carbon Emission (Greenhouse Gas) Reduction and Control Association,Non-governmental organizations,Constituency - Environmental,Mr. Ali Özcem Kilic,Istanbul,Turkey,,ENGO
201,Carbon Market Institute Limited,Non-governmental organizations,Constituency - Business and Industry,Mr. Bradley Kerin,Melbourne,Australia,,BINGO
202,Carbon Market Watch,Non-governmental organizations,Constituency - Environmental CAN,Ms. Sabine Frank,Brussels,Belgium,,ENGO
203,Carbon Tracker Initiative Limited,Non-governmental organizations,Constituency - Business and Industry,Ms. Margherita Gagliardi,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
204,CarbonCare InnoLab Limited,Non-governmental organizations,Constituency - Environmental,Ms. Debby Yi Yi Cheng,Hong Kong,China,,ENGO
205,Carbonfund.org,Non-governmental organizations,Constituency - Environmental,Mr. Brian McFarland,Washington,United States of America,,ENGO
206,"Foundation, Inc.",Non-governmental organizations,Constituency - Environmental,Mr. Brian McFarland,Washington,United States of America,,ENGO
207,Cardiff University,Non-governmental organizations,Constituency - Research and independent,Ms. Hannah Rachel Hughes,Cardiff,United Kingdom of Great Britain and Northern Ireland,,RINGO
208,"Care About Climate, Inc",Non-governmental organizations,Constituency - Environmental,Ms. Natalie Lucas,Flagstaff,United States of America,,ENGO
209,CARE International,Non-governmental organizations,Constituency - Environmental CAN,Mr. Sven Harmeling,Copenhagen N,Denmark,,ENGO
210,"Care of Creation, Inc.",Non-governmental organizations,Constituency - Environmental,Mr. Brian Webb,Madison,United States of America,,ENGO
211,Caritas Internationalis,Non-governmental organizations,Constituency - Research and independent,Ms. Martina Liebsch,Citta del Vaticano,Holy See,,RINGO
212,Carnegie Council for Ethics in International Affairs Inc.,Non-governmental organizations,Constituency - Research and independent,Mr. Joel Rosenthal,New York,United States of America,,RINGO
213,Carnegie Endowment for International Peace,Non-governmental organizations,Constituency - Research and independent,Mr. Thomas Carothers,Washington,United States of America,,RINGO
214,Carnegie Mellon University,Non-governmental organizations,Constituency - Research and independent,Ms. Anna Jamell Siefken,Pittsburgh,United States of America,,RINGO
215,Carre Geo & Environnement,Non-governmental organizations,Constituency - Environmental CAN,Mr. Ibrahim Mfondoun Mbamoko,Douala,Cameroon,,ENGO
216,Catholic Rural Youth Movement Germany e.V.,Non-governmental organizations,Constituency - Youth,Ms. Julia Wäger,Bad Honnef,Germany,,Youth
217,Catholic Youth Network for Environmental Sustainability in Africa,Non-governmental organizations,Constituency - Youth,Mr. David Munene,Nairobi,Kenya,,Youth
218,CBM UK,Non-governmental organizations,Constituency - Local government and Municipal authorities,Ms. Yukara Weekes,Cambridge,United Kingdom of Great Britain and Northern Ireland,,LGMA
219,CDP Worldwide,Non-governmental organizations,Constituency - Business and Industry,Ms. Jennifer Gleed,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
220,CECODHAS - European Liaison Committee for Social Housing,Non-governmental organizations,Constituency - Research and independent,Ms. Alice Pittini,Brussels,Belgium,,RINGO
221,CEE Bankwatch Network,Non-governmental organizations,Constituency - Environmental,Mr. Petr Hlobil,Prague 9,Czechia,,ENGO
222,Center for American Progress,Non-governmental organizations,Constituency - Research and independent,Ms. Frances Colon,Washington,United States of America,,RINGO
223,Center for Biological Diversity,Non-governmental organizations,Constituency - Environmental CAN,Ms. Andrea Weber,Tucson,United States of America,,ENGO
224,Center for Carbon Removal,Non-governmental organizations,Constituency - Environmental,Mr. Noah Deich,Berkeley,United States of America,,ENGO
225,Center for Clean Air Policy,Non-governmental organizations,Constituency - Research and independent,Ms. Margarita Cabrera Botero,Washington D.C,United States of America,,RINGO
226,Center for Climate and Energy Solutions,Non-governmental organizations,Constituency - Research and independent,Ms. Jennifer Huang,Arlington,United States of America,,RINGO
227,"Center for Energy, Environment, and Development",Non-governmental organizations,Constituency - Research and independent,Ms. Avril De Torres,Quezon City,Philippines,,RINGO
228,Center for Environmental Concerns,Non-governmental organizations,Constituency - Environmental CJN,Ms. Lia Mai Alonzo,Quezon City,Philippines,,ENGO
229,"Center for Environmental Information, Inc.",Non-governmental organizations,Constituency - Environmental,Ms. Elizabeth Thorndike,Rochester,United States of America,,ENGO
230,Center for Indigenous Peoples’ Research and Development,Non-governmental organizations,Constituency - Indigenous peoples,Ms. Pasang Dolma Sherpa,Kathmandu,Nepal,completed manually from the UNFCCC website,IPO
231,Center for International Climate and Environmental Research,Non-governmental organizations,Constituency - Research and independent,Mr. Christian Bjornaes,Oslo,Norway,,RINGO
232,Center for International Environmental Law,Non-governmental organizations,Constituency - Environmental CAN,Mr. Sébastien Duyck,Washington,United States of America,,ENGO
233,Center for Management and Strategic Studies,Non-governmental organizations,Constituency - Research and independent,Mr. Marcelo Poppe,Brasilia,Brazil,,RINGO
234,Center for Natural Resource Studies,Non-governmental organizations,Constituency - Environmental,Mr. Anisul M Islam,Dhaka,Bangladesh,,ENGO
235,Center for Participatory Research and Development,Non-governmental organizations,Constituency - Research and independent,Mr. Md Shamsuddoha,Dhaka,Bangladesh,,RINGO
236,Center for Policy Research,Non-governmental organizations,Constituency - Research and independent,Mr. Navroz Dubash,New Delhi,India,completed manually from the UNFCCC website,RINGO
237,Center for Support of Indigenous Peoples of the North,Non-governmental organizations,Constituency - Indigenous peoples,Ms. Polina Shulbaeva,Moscow,Russian Federation,,IPO
238,Center for Sustainable Rural Development,Non-governmental organizations,Constituency - Farmers,Ms. Hop Vu,Hanoi,Viet Nam,,Farmers
239,Center for Territorial Intelligence,Non-governmental organizations,Constituency - Research and independent,Mr. Felipe Nunes,Belo Horizonte,Brazil,,RINGO
240,Center for United Nations Constitutional Research,Non-governmental organizations,Constituency - Research and independent,Mr. Shahr Yar Mahmoud Sharei,Brussels,Belgium,,RINGO
241,Center of Life Institute,Non-governmental organizations,Constituency - Environmental,Ms. Alice Thuault,Cuiabá,Brazil,,ENGO
242,CentraleSupélec,Non-governmental organizations,Constituency - Research and independent,Ms. Emma Jagu,Gif-sur-Yvette,France,,RINGO
243,Centre for 21st Century Issues,Non-governmental organizations,Constituency - Women and Gender,Ms. Titilope Ngozi Akosa,Lagos,Nigeria,,Women and Gender
244,Centre for Alternative Technology,Non-governmental organizations,Constituency - Environmental,Mr. Anthony Gross,Machynlleth,United Kingdom of Great Britain and Northern Ireland,,ENGO
245,Centre for Climate Change and Environmental Studies,Non-governmental organizations,Constituency - Environmental,Mr. Aminu Zakari,Abuja,Nigeria,,ENGO
246,Centre for Community Economics and Development Consultants Society,Non-governmental organizations,Constituency - Farmers,Mr. Sharad Joshi,Jaipur,India,,Farmers
247,Centre for Environmental Justice,Non-governmental organizations,Constituency - Environmental CJN,Mr. Hemantha Withanage,Colombo,Sri Lanka,,ENGO
248,Centre for European Policy Studies,Non-governmental organizations,Constituency - Research and independent,Ms. Monica Alessi,Brussels,Belgium,,RINGO
249,Centre for Human Ecology,Non-governmental organizations,Constituency - Environmental,Ms. Anne Winther,Glasgow,United Kingdom of Great Britain and Northern Ireland,,ENGO
250,Centre for Human Rights and Climate Change Research,Non-governmental organizations,Constituency - Environmental,Ms. Omoyemen Lucia Odigie-Emmanuel,Yenagoa,Nigeria,,ENGO
251,Centre for International Sustainable Development Law,Non-governmental organizations,Constituency - Research and independent,Mr. Patrick Reynaud,Montreal,Canada,,RINGO
252,Centre for Multilateral Negotiations,Non-governmental organizations,,Ms. Vera Hampel,Hamburg,Germany,,not yet affiliated/no data
253,"Centre for Social Justice, Limited by Guarantee",Non-governmental organizations,Constituency - Environmental,Mr. Martins Eke,Abuja,Nigeria,,ENGO
254,Centre Hélios,Non-governmental organizations,Constituency - Research and independent,Mr. Philip Raphals,Montréal,Canada,,RINGO
255,Centre International de droit Comparé de l’Environnement,Non-governmental organizations,Constituency - Environmental,Mr. Kablan Jean-Michel Atta,Limoges,France,completed manually from the UNFCCC website,ENGO
256,Centre International de Recherche sur l’Environnement et le Développement,Non-governmental organizations,Constituency - Research and independent,Mr. Cassen Christophe,Nogent-sur-Marne Cedex,France,completed manually from the UNFCCC website,RINGO
257,Centre National de la Recherche Scientifique,Non-governmental organizations,Constituency - Research and independent,Mme Agathe Euzen,Paris,France,,RINGO
258,Centro Alexander von Humboldt,Non-governmental organizations,Constituency - Environmental CAN,Mr. Victor Manuel Campos Cubas,Managua,Nicaragua,,ENGO
259,Centro de Planificación y Estudio Social,Non-governmental organizations,Constituency - Research and independent,Ms. María de Lourdes Barragán Alvarado,Quito,Ecuador,,RINGO
260,Centro de Transporte Sustentable de México Asociacion Civil,Non-governmental organizations,Constituency - Environmental,Ms. Adriana de Almeida Lobo,Mexico City,Mexico,,ENGO
261,Centro Internacional de Agricultura Tropical,Non-governmental organizations,Constituency - Research and independent,Mr. Andrew James Jarvis,Cali,Colombia,,RINGO
262,Centro Mexicano de Derecho Ambiental,Non-governmental organizations,Constituency - Environmental CAN,Ms. Anaid Paola Velasco Ramirez,Mexico,Mexico,,ENGO
263,"Ceres, Inc.",Non-governmental organizations,Constituency - Business and Industry,Mr. Christopher Fox,Boston,United States of America,,BINGO
264,CHAdeMO Association,Non-governmental organizations,Constituency - Business and Industry,Ms. Tomoko Blech,Tokyo,Japan,,BINGO
265,Change For Planet,Non-governmental organizations,Constituency - Youth,Mr. Daniele Guadagnolo,Pavia,Italy,,Youth
266,Chartered Institution of Water and Environmental Management,Non-governmental organizations,Constituency - Environmental,Mr. Alastair Keith Chisholm,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
267,Chatham House,Non-governmental organizations,Constituency - Research and independent,Mr. Robert Bailey,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
268,Child Rights International Network (CRIN),Non-governmental organizations,Constituency - Youth,Ms. Lianne Minasian,London,United Kingdom of Great Britain and Northern Ireland,,Youth
269,Children and Youth International,Non-governmental organizations,Constituency - Youth,Mr. Nhattan Nguyen,,United Kingdom of Great Britain and Northern Ireland,,Youth
270,Children’s Investment Fund Foundation,Non-governmental organizations,Constituency - Environmental,Ms. Sonia Medina,London,United Kingdom of Great Britain and Northern Ireland,completed manually from the UNFCCC website,ENGO
271,China Association for NGO Cooperation,Non-governmental organizations,Constituency - Environmental CAN,Ms. Wang Xiang Yi,Beijing,China,,ENGO
272,China Biodiversity Conservation and Green Development Foundation,Non-governmental organizations,Constituency - Environmental,Mr. Daqian Zhang,Beijing,China,,ENGO
273,China Chain Store & Franchise Association,Non-governmental organizations,Constituency - Business and Industry,Ms. Chong Li,Beijing,China,,BINGO
