,organization,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,most_prevalent_topic,entity_type,coordinator,city,country,constituency,const
55,Asociación Coordinadora Latinoamericana y del Caribe de Pequeños Productores de Comercio Justo,4.935522611049237e-06,1.2124319255235605e-06,1.2373468507576035e-06,0.0018824593862518,9.434737876290455e-06,1.784737037269224e-06,0.0672853291034698,5.701716509065591e-05,0.0053405272774398,0.2525519430637359,0.3406427502632141,5.073214651929448e-06,0.0005898848176002,0.1565510034561157,0.1220870241522789,0.0490229912102222,1.2026229114781015e-06,0.0039641465991735,11,Non-governmental organizations,Ms. Xiomara J. Paredes,San Salvador,El Salvador,Constituency - Business and Industry2,BINGO
56,Asociación Cubana de Producción Animal,1.2726924069283996e-05,3.1264223707694327e-06,3.190668849128997e-06,0.004384727217257,2.432876863167621e-05,4.602190074365353e-06,0.1808930039405822,0.0166311040520668,0.0375325717031955,0.3402902781963348,7.019365148153156e-05,0.0041602030396461,0.0254801791161298,0.1101182997226715,0.0816849172115325,0.1986355930566787,3.1011286409921013e-06,6.786165613448247e-05,10,Non-governmental organizations,Sra. Lien Alfonso Pérez,La Habana,Cuba,Constituency - Environmental,ENGO
57,Asociación Española de la Industria Eléctrica,3.915758952643955e-06,9.619226375434664e-07,9.81689709078637e-07,0.0386662594974041,0.0347503498196601,1.4159797956381226e-06,2.0304425561334934e-05,0.4952567219734192,0.0264517739415168,0.1608609557151794,2.159186806238722e-05,0.0010916119208559,9.069177758647128e-05,0.0491166412830352,0.0621575228869915,0.07991623878479,9.541404324409086e-07,0.0515911392867565,8,Non-governmental organizations,,Madrid,Spain,,not yet affiliated/no data
58,Asociación Española del Gas,1.491805051045958e-05,3.6646817989094416e-06,3.7399893244582927e-06,0.0002604545443318,0.0647306740283966,5.394524578150595e-06,7.736167754046619e-05,0.4156975150108337,0.0306644644588232,0.0526368245482444,8.225670899264514e-05,0.0012807474704459,0.0260669607669115,0.142078086733818,0.0752404406666755,0.1038278490304946,3.635033408500021e-06,0.0873250141739845,8,Non-governmental organizations,Ms. Naiara Ortiz de Mendíbil,Barcelona,Spain,Constituency - Business and Industry2,BINGO
59,Asociación Interamericana para la Defensa del Ambiente,1.1210816410311963e-05,2.753984290393418e-06,2.810577370837564e-06,0.0330813117325305,2.1430580090964213e-05,4.053949396620737e-06,5.81365056859795e-05,0.0203559380024671,0.0009781853295862,0.3178780972957611,6.18214180576615e-05,0.0084765711799263,0.1073248609900474,0.4790707528591156,0.0323210954666137,0.0002884977438952,2.731703716563061e-06,5.978303306619637e-05,14,Non-governmental organizations,Sra. Florencia Ortúzar,Oakland,United States of America,Constituency - Environmental CAN,ENGO
60,Asociación Interétnica de Desarrollo de la Selva Peruana,1.9768333004321903e-05,4.8561742005404085e-06,4.955966232955689e-06,0.0477955900132656,3.7789119232911617e-05,7.1484378167951945e-06,0.0158603433519601,0.0002296777965966,0.000443232973339,0.6076819896697998,0.000109004737169,2.031983422057237e-05,0.2533175945281982,0.0140174003317952,0.0598130337893962,0.000527088122908,4.8168863031605724e-06,0.0001054044478223,10,Non-governmental organizations,Mr. Roberto Alfonso Espinoza Llanos,Lima,Peru,Constituency - Indigenous peoples,IPO
61,Asociación La Ruta del Clima,2.9777920644846745e-05,7.315071798075223e-06,7.465393082384253e-06,0.1078450754284858,5.692342892871238e-05,1.0768010724859778e-05,0.0093648023903369,0.0003411867946851,0.0222679618746042,0.3309861123561859,0.0001641962007852,3.060866947635077e-05,0.0006294703925959,0.2201891094446182,0.1865473240613937,0.1213558092713356,7.255890523083508e-06,0.0001587804435985,10,Non-governmental organizations,Mr. Adrian Alberto Martinez Blanco,San José,Costa Rica,Constituency - Environmental,ENGO
62,Asociación Proteger,1.0828999620571269e-05,2.6601892386679538e-06,2.7148548724653665e-06,0.066236101090908,0.0083963433280587,3.915880370186642e-06,5.615643749479205e-05,0.0320509299635887,0.0606894381344318,0.26065394282341,5.971028804196976e-05,1.1131108294648584e-05,0.1848047077655792,0.1850359737873077,0.0177293196320533,0.0904614478349685,2.63866741079255e-06,0.093792051076889,10,Non-governmental organizations,Sr. Juan H. Ortiz Burgos,Buenos Aires,Argentina,Constituency - Environmental,ENGO
63,Asociación Regional de Empresas de Petróleo y Gas Natural en Latinoamérica y el Caribe,6.2340614022105e-06,1.531423322376213e-06,1.5628934306732845e-06,0.0406359024345874,1.191702267533401e-05,2.2543022168974858e-06,3.232777817174792e-05,0.2907812893390655,0.0001413409190718,0.2391592562198639,0.0440937876701355,0.1266259998083114,0.0036263167858123,0.0519915372133255,0.0215172339230775,0.0710053518414497,1.5190336171144736e-06,0.1103646382689476,8,Non-governmental organizations,Sra. Irene Alfaro Barrios,Montevideo,Uruguay,Constituency - Business and Industry,BINGO
64,Asociación Regional de Pueblos Indígenas de la Selva Central,1.143563804362202e-05,2.809212446663878e-06,2.866940576495836e-06,0.1385567635297775,2.1860349079361185e-05,4.135247309022816e-06,0.0101904598996043,0.0341147147119045,0.0031105654779821,0.541363000869751,6.306375144049525e-05,1.175467150460463e-05,0.0316506437957286,0.1448494493961334,0.0002356394543312,0.0803673639893531,2.7864850835612742e-06,0.0154406912624835,10,Non-governmental organizations,Sr. Lyndon Pishagua Chinchuya,Satipo,Peru,Constituency - Indigenous peoples,IPO
65,Asociación para la Investigación y Desarrollo Integral,1.3346440027817152e-05,3.2786090287117986e-06,3.3459830319770845e-06,0.0209507830440998,2.5513034415780567e-05,4.826213626074605e-06,0.3089353740215301,0.0001537955249659,0.000274180289125,0.4104562997817993,7.359534356510267e-05,1.371878170175478e-05,0.0002688759122975,0.0304567832499742,0.1970457285642624,0.0312461201101541,3.252084070481942e-06,7.116306369425729e-05,10,Non-governmental organizations,Mr. Jaime Nalvarte Armas,Lima,Peru,Constituency - Environmental,ENGO
66,Assembly of First Nations,4.200125204079086e-06,1.0317784244762152e-06,1.0529810197112963e-06,0.6007195711135864,8.028952834138181e-06,1.5188095403573243e-06,2.17800225073006e-05,0.0354751273989677,0.021172372624278,0.0918771550059318,2.316361860721372e-05,4.317300863476703e-06,0.1001217365264892,0.1286523342132568,0.000190026970813,0.0217032302170991,1.0234309684165057e-06,2.2396070562535897e-05,4,Non-governmental organizations,Ms. Regina Toulouse,Ottawa,Canada,Constituency - Indigenous peoples,IPO
67,Assemblée des Régions d’Europe,4.016216280433582e-06,9.866004120340222e-07,1.0068746405522688e-06,0.0028342823497951,7.677393114136066e-06,1.4523061508953106e-06,2.082702849293128e-05,4.6130542614264414e-05,0.019772445783019,0.0279298610985279,0.0096516236662864,4.128261480218498e-06,0.3253658711910248,0.1098221391439437,0.0848570242524147,0.4196581542491913,9.786185728444252e-07,2.141437289537862e-05,16,Non-governmental organizations,Ms. Vania Freitas,Brussels,Belgium,Constituency - Local government and Municipal authorities,LGMA
68,Association Actions Vitales Pour Le Développement Durable,6.609712272620527e-06,1.6237037243627128e-06,1.657070015426143e-06,0.1071023792028427,1.2635116945602933e-05,2.3901418444438605e-06,0.0023585744202136,0.0326600521802902,0.0130721237510442,0.1980736255645752,0.0828671231865882,6.794111413910287e-06,0.0076208631508052,0.2496268153190612,0.0381480678915977,0.2279013842344284,1.6105674376376555e-06,0.040535632520914,14,Non-governmental organizations,Mr. Jean Paul Brice Affana Affana,Yaounde,Cameroon,Constituency - Youth,Youth
69,Association Climate-KIC,4.2633269003999885e-06,1.0473041811565054e-06,1.0688257816582336e-06,7.430340338032693e-05,8.149769200826995e-06,0.0004919164348393,0.0010117281926795,0.0340684354305267,0.0479326844215393,4.431311026564799e-05,2.3512300685979423e-05,4.382266070024343e-06,0.0537444725632667,0.284660130739212,0.4488064050674438,0.1025946214795112,1.038831214827951e-06,0.0265275165438652,15,Non-governmental organizations,Ms. Julia Franchi Scarselli,London,United Kingdom of Great Britain and Northern Ireland,Constituency - Business and Industry,BINGO
70,Association Femmes Bladi pour le Développement et le Tourisme,7.733035090495832e-06,1.8996526023329352e-06,1.93868959286192e-06,0.0445819422602653,0.0029207528568804,2.796346961986273e-06,4.0099359466694295e-05,0.0303571801632642,0.0147481560707092,0.0933935642242431,4.26485639763996e-05,7.948772690724581e-06,0.0054852017201483,0.1069602891802787,0.0014582639560103,0.690108597278595,1.8842838471755383e-06,0.0098790964111685,16,Non-governmental organizations,Ms. Samia El Baouchi,Sefrou,Morocco,Constituency - Environmental,ENGO
71,Association Française des Entreprises pour l’Environnement,7.022405497991713e-06,1.725083507153613e-06,1.760533109518292e-06,0.0066281221807003,0.006780105177313,2.5393758278369205e-06,3.6414956412045285e-05,0.0505689717829227,0.0024042194709181,0.0232761744409799,3.872130764648318e-05,7.218317932711216e-06,0.0071985139511525,0.2203856408596038,0.2935565412044525,0.304015040397644,1.7111269698943945e-06,0.0850896090269088,16,Non-governmental organizations,Mr. David Laurent,Paris,France,Constituency - Environmental,ENGO
72,Association Marocaine pour la Protection des Aires Marines et Développement Durable,9.723044058773668e-06,2.3885065729700727e-06,2.4375892735406524e-06,0.0395654439926147,1.85865555977216e-05,3.515955086186296e-06,0.0379226580262184,0.0522713810205459,0.0002254815481137,0.0138941630721092,0.0155342640355229,9.99429903458804e-06,0.0002507174795027,0.2721437513828277,0.1994977593421936,0.3685935437679291,2.3691827664151788e-06,5.184645488043316e-05,16,Non-governmental organizations,Mr. Abdechahid Loukili,Berrechid,Morocco,Constituency - Environmental,ENGO
73,Association des Distributeurs Conditionneurs Récupérateurs Retraiteurs de Réfrigérants,9.340562428405974e-06,2.294548494319315e-06,2.3417003376380308e-06,0.0217059422284364,0.0064908624626696,3.377645953150932e-06,0.006469115614891,0.4206695556640625,0.0083526624366641,9.66082006925717e-05,5.150290235178545e-05,9.601147212379146e-06,0.0001981561508728,0.1072860658168792,0.1010459512472152,0.3251028954982757,2.275984797961428e-06,0.0025014285929501,8,Non-governmental organizations,Mr. Laurent Guégan,Puteaux,France,Constituency - Business and Industry2,BINGO
74,Association des Enseignants des Sciences de la Vie et de la Terre,2.381304329901468e-05,5.849774424859788e-06,5.969984613329871e-06,0.0004020851338282,4.552098107524216e-05,8.61104763316689e-06,0.0035411552526056,0.000270480668405,0.0541863441467285,0.1016913577914238,0.0001313418615609,2.447738370392472e-05,0.0005605652113445,0.1149330586194992,0.0241659190505743,0.6998707056045532,5.802447958558332e-06,0.000126983912196,16,Non-governmental organizations,Mr. Mohamed Chaouki,Casablanca,Morocco,Constituency - Environmental,ENGO
75,Association des Femmes Peules et Peuples Autochtones du Tchad,8.16761894384399e-06,2.0064098862349056e-06,2.047640691671404e-06,0.0075603830628097,0.1195908933877945,2.953497187263565e-06,0.0700769573450088,0.0007146790158003,0.0001716414117254,0.1988046616315841,0.0292409490793943,8.395480108447373e-06,0.0150430295616388,0.0864542350172996,0.2177082300186157,0.2545652091503143,1.990177452171338e-06,4.3546519009396434e-05,16,Non-governmental organizations,Ms. Hindou Oumarou Ibrahim,N'Djamena,Chad,Constituency - Indigenous peoples,IPO
76,Association des Scientifiques Environnementalistes pour un Développement Intégré,4.972893748345086e-06,1.2216122513564187e-06,1.246715783054242e-06,0.0179738476872444,9.506175956630614e-06,1.7982508779823547e-06,0.016403691843152,0.0059668719768524,0.017072781920433,0.1878230422735214,0.0030832740012556,5.11162852490088e-06,0.0013327925698831,0.3955279886722564,0.0586664751172065,0.2960976660251617,1.2117289998059275e-06,2.651403701747768e-05,14,Non-governmental organizations,Mr. Mohamed-Awali Ouro-Djeri Djobo,Lome,Togo,Constituency - Environmental,ENGO
77,Association du Gharb pour la Protection de l’Environnement,4.934899152431171e-06,1.2122786756663118e-06,1.2371905313557363e-06,0.0163497850298881,9.433545528736433e-06,1.784511596270022e-06,0.0525185465812683,0.0725091993808746,0.0156113216653466,0.0857936218380928,2.7213383873458952e-05,5.072573912912048e-06,0.000103655111161,0.0716268867254257,0.000726361060515,0.6711635589599609,1.2024710258629057e-06,0.0135449431836605,16,Non-governmental organizations,Mr. Mohammed Benyakhlef,Kenitra,Morocco,Constituency - Environmental,ENGO
78,Association of American Geographers,5.610104835795937e-06,1.3781458392259085e-06,1.4064661399970646e-06,0.4391214251518249,1.0724267667683309e-05,2.028672952292254e-06,2.909224349423312e-05,0.0225337781012058,0.0914807766675949,0.0054393224418163,3.093777195317671e-05,5.766616595792584e-06,0.0001737452257657,0.344625324010849,0.0033465875312685,0.0636222213506698,1.3669962299900362e-06,0.0295685082674026,4,Non-governmental organizations,Ms. Candida Livia Mannozzi,Washington,United States of America,Constituency - Research and independent,RINGO
79,Association of Overseas Countries and Territories of the European Union,0.0123639814555644,1.539341496936686e-06,1.5709741774116992e-06,0.0342818573117256,0.0038048170972615,2.265958073621732e-06,3.24913598888088e-05,0.0257166791707277,0.0001395651634084,0.0169470254331827,0.2419861704111099,6.441111963795265e-06,0.273415595293045,0.0069775185547769,0.0033581065945327,0.3419075906276703,1.5268876722984714e-06,0.0390552245080471,16,Non-governmental organizations,Mr. Nicolas Ferellec,Brussels,Belgium,Constituency - Local government and Municipal authorities,LGMA
80,Association of Sustainable Ecological Engineering Development,2.9928191906947177e-06,7.351986255343945e-07,7.503065830860578e-07,0.0081417532637715,5.721068646380445e-06,1.0822350304806605e-06,0.0277120936661958,0.0749379470944404,0.2339099496603012,0.0012386867310851,1.650365265959408e-05,3.0763133054279024e-06,0.0009469299111515,0.274132639169693,0.1037306636571884,0.2706530392169952,7.292506438716373e-07,0.0045647015795111,14,Non-governmental organizations,Mr. JuiWen Chen,New Taipei City,China,Constituency - Environmental,ENGO
81,Ateneo de Manila University,6.155724349810043e-06,1.512179551355075e-06,1.543254143143713e-06,0.0250720027834177,1.1767273463192396e-05,2.2259748675423907e-06,3.191946598235518e-05,7.128350989660248e-05,0.8247618079185486,0.017199782654643,0.0101677561178803,6.327457867882913e-06,0.0380742959678173,0.0073503041639924,0.0001312487729592,0.0770757421851158,1.4999454833741763e-06,3.282188845332712e-05,9,Non-governmental organizations,Mr. Antonio Gabriel La Viña,Quezon City,Philippines,Constituency - Research and independent,RINGO
82,Australian Conservation Foundation,1.5974070265656337e-05,3.92409765481716e-06,4.004735728813103e-06,0.2311345487833023,3.053600812563673e-05,5.7763922995945904e-06,0.0476177223026752,0.0946077406406402,0.0082044694572687,0.0001663559669395,8.80919978953898e-05,0.0171818938106298,0.0003390801430214,0.5698001384735107,0.0006171925924718,0.0300934128463268,3.892350378009724e-06,8.517998503521085e-05,14,Non-governmental organizations,Ms. Kelly-Ann O'Shanassy,Carlton,Australia,Constituency - Environmental CAN,ENGO
83,Australian Industry Greenhouse Network,9.245658475265373e-06,2.2712349618814187e-06,2.3179077288659755e-06,0.052543967962265,1.767398680385668e-05,3.343327534821583e-06,4.793949847226031e-05,0.2035543471574783,0.0113498242571949,9.543263877276333e-05,5.0980757805518806e-05,0.1595595628023147,0.1915902495384216,0.2622483968734741,0.0623723641037941,0.0002204989868914,2.252859758300474e-06,0.0563293360173702,14,Non-governmental organizations,Ms. Susan Smith,Kingston,Australia,Constituency - Business and Industry,BINGO
84,Australian Industry Group,7.344006462517427e-06,1.804086082302092e-06,1.8411592463962732e-06,0.0123270498588681,1.4038791960047092e-05,2.6556701868685195e-06,3.808108522207476e-05,0.0329159088432788,0.0411508753895759,0.0392766185104846,4.049594645039178e-05,0.0321667417883873,0.2174103856086731,0.1953977793455124,0.0542034097015857,0.0116094723343849,1.7894905113280402e-06,0.3634337186813354,18,Non-governmental organizations,Mr. Peter Burn,Sydney,Australia,Constituency - Business and Industry,BINGO
85,Australian National University,6.076681529521011e-06,1.4927624079064117e-06,1.5234379588946467e-06,0.503110408782959,1.1616175470408052e-05,2.197392177549773e-06,3.1508687243331224e-05,7.033517613308504e-05,0.23219595849514,6.296955689322203e-05,3.3510001230752096e-05,0.0447842963039875,0.1036545261740684,0.0446048937737941,0.0001341996830888,0.0640973523259162,1.4806854551352444e-06,0.0071956822648644,4,Non-governmental organizations,Mr. Mark Howden,Acton,Australia,Constituency - Research and independent,RINGO
